s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
Franklin India Corp Debt Fund-A(G),Debt : Corporate Bond,3381,6.55,3.17,3.78,9.02,9.21,7.5,7.67,8.99,8.43,12.98,13,10,6,18,11,2,1,11,7,2,0.42,0.61,0.6,0.54,0.58,0.59,0.41,0.43,0.5,0.5,1,19,20,21,20,8,2,6,11,16,1.76,1.59,1.43,1.82,1.55,1.52,1.14,-0.37,0.84,0.69,20,12,10,18,10,13,15,8,14,3,6.73,3.1,3.56,10.54,8.94,6.11,5.55,10.48,7.71,11.16,0.26,0.7,0.73,0.62,0.72,0.58,0.28,0.41,0.5,0.52,2.06,1.58,1.44,2.01,1.54,1.59,1.36,-0.76,0.88,0.61,20,20,18,18,17,14,13,12,12,11,21,21,21,21,21,21,21,21,21,21,19,20,20,20,20,20,21,21,21,21
ICICI Pru Retirement Fund-Pure Equity Plan(G),Hybrid : Solution Oriented,25667,38.11,2.09,47.31,10.91,-,-,-,-,-,-,1,15,2,23,-,-,-,-,-,-,5.43,1.92,2.52,4.53,8.68,10.1,-3.15,1.45,0.49,7.2,2,4,4,1,1,1,35,8,19,1,9.23,15.89,9.29,14.65,-4.89,1.97,9.25,-7.99,-0.41,9.82,1,1,1,1,34,19,14,27,14,1,20.2,1.09,20.8,12.96,7.64,-2.12,25,6.66,3.84,36.47,2.67,0.82,1.03,1.11,4.54,4.66,-1.76,0.98,0.45,2.95,2.99,7.5,4.43,9.33,-2.13,1.88,7.57,-6.14,-1.66,1.1,38,37,33,32,-,-,-,-,-,-,40,40,40,40,39,39,38,38,38,38,37,37,37,37,38,38,38,38,38,40
Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G),Hybrid : Equity Oriented,32972,33.71,-4.77,54.48,31.14,-4.68,-14.17,47.09,-,-,-,2,54,1,2,45,38,1,-,-,-,5.94,-0.18,1.62,3.91,3.37,9.26,-2.45,4.07,3.01,6.02,2,54,17,3,32,1,49,1,2,1,5.39,10.17,13.66,10.64,-3.5,3.12,12.29,-13.75,-4.64,7.42,7,7,1,5,50,20,2,55,54,1,17.08,2.69,19.36,11.92,7.58,-1.41,20.48,6.33,3.95,34.33,2.21,0.77,1.29,1.41,3.94,3.95,-1.34,1.15,0.14,2.46,3.51,6.59,3.79,7.48,-1.59,2.68,6.29,-5.35,-0.54,0.42,55,55,53,52,47,38,36,-,-,-,56,56,56,56,56,56,56,55,55,55,53,55,55,55,55,55,55,55,56,56
HDFC NIFTY G-Sec Jun 2036 Index Fund-Reg(G),Debt : Long Duration,47714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.46,0.84,1.27,1.17,1.23,1.1,-0.42,-0.11,0.77,0.28,14,6,15,7,13,1,4,11,8,7,3.32,1.91,0.94,2.82,-,-,-,-,-,-,9,3,13,10,-,-,-,-,-,-,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,-0.57,0.78,1.48,1.09,1.31,0.79,-0.6,0.02,0.74,0.28,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,0.05,0.06,-,-,-,-,-,-,-,-,-,-,24,21,21,21,20,20,19,19,19,19,-,-,-,-,-,-,19,19,19,21
360 ONE Liquid Fund-Reg(G),Debt : Liquid,15687,6.91,4.71,3,3.43,5.92,6.84,6.19,7.19,7.79,8.42,26,28,32,32,30,27,29,27,28,29,0.6,0.62,0.57,0.6,0.59,0.56,0.58,0.53,0.55,0.57,28,30,28,25,29,26,3,32,28,23,1.8,1.74,1.66,1.69,1.65,1.57,1.25,0.96,0.84,0.82,30,24,28,25,20,26,25,27,29,27,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.6,0.63,0.58,0.59,0.6,0.56,0.57,0.55,0.55,0.57,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,0.87,0.85,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,36,35,35,35,35,35,35,36,36,37,37
Samco Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46217,25.08,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,2.27,-3.61,1.45,0.51,4.76,6.7,-3.33,1.6,1.82,2.25,42,47,32,33,45,32,34,26,6,37,-1.71,8.06,5.78,15.5,-5.25,-1.27,13.86,-18.15,-,-,45,44,28,4,32,38,4,35,-,-,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,4.13,0.86,2.01,1.89,6.8,7.24,-2.54,1.97,0.47,3.77,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,-2.27,0.87,39,-,-,-,-,-,-,-,-,-,47,47,47,46,46,45,45,44,43,43,-,-,35,35,39,39,41,43,45,46
SBI Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,46937,47.31,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,10.39,-4.35,-0.64,7.18,5.84,10.18,-1.76,2.47,5.11,7.71,6,103,98,11,92,17,12,37,8,7,1.86,14.56,16.01,19.76,-7.45,-,-,-,-,-,89,33,8,2,71,-,-,-,-,-,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,-,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,-,-,-,-,-,87,87,96,102,106
360 ONE Dynamic Bond Fund-Reg(G),Debt : Dynamic Bond,17578,6.78,3.55,5.61,8.16,7.76,5.16,7.45,7.83,6.34,15.31,7,8,3,17,17,12,2,19,11,4,-0.05,0.65,1.24,1.08,1.05,0.82,-0.09,0.16,0.55,0.57,6,18,8,4,10,6,12,14,8,2,3,1.78,1.28,2.41,1.15,1.52,1.59,-1.14,1.57,1,6,6,5,6,21,15,9,15,1,1,6.54,3.18,3.41,9.81,8.5,5.57,3.87,13.31,6.56,14.12,-0.4,0.71,1.11,0.85,1,0.72,-0.06,0.2,0.51,0.38,2.7,1.66,1.09,2.12,1.53,1.59,1.62,-0.47,0.43,0.47,22,22,21,21,21,20,19,19,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Mirae Asset Equity Allocator FoF-Reg(G),FoFs : Domestic,45064,25.56,4.37,28.53,-,-,-,-,-,-,-,11,12,8,-,-,-,-,-,-,-,3.03,1.07,2.16,1.21,8.28,6.59,-2.91,2.08,-0.96,3.41,22,24,8,27,4,8,47,11,47,17,4.5,12.06,4.55,12.7,-4.91,4.84,10.68,-9.45,-0.67,-0.73,10,7,21,7,47,12,9,36,30,36,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.93,1.73,1.03,1.17,3.84,4.3,-1,0.96,0.17,2.88,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,0,0.7,52,41,32,-,-,-,-,-,-,-,56,55,55,53,53,53,53,53,53,53,38,41,46,47,49,52,52,53,53,53
Axis NIFTY 50 ETF,Equity : ETFs,33980,21.28,5.62,25.48,15.7,13.39,4.6,-,-,-,-,78,40,40,36,23,21,-,-,-,-,1.23,1.57,1.32,0.03,7.92,5.58,-2.71,2,-2.31,3.06,102,67,86,94,80,101,52,52,100,72,2.93,10.86,2.69,11.02,-4.04,6.05,8.68,-9.11,0.83,-1.25,79,77,82,87,60,50,62,49,32,41,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,53,47,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
Tata NIFTY 50 Index Fund-Reg(G),Equity : Index Funds,3247,20.51,5.16,24.61,14.78,12.82,4.11,28.85,3.29,-4.09,30.77,70,13,21,20,10,10,10,10,12,12,1.2,1.52,1.26,-0.03,7.88,5.52,-2.79,1.93,-2.34,2.99,83,47,64,88,58,88,59,60,77,75,2.77,10.66,2.52,10.82,-4.15,5.91,8.56,-9.16,0.69,-1.4,68,81,80,71,27,20,50,20,11,24,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,34,30,21,20,18,18,18,18,116,114,108,106,104,103,102,101,98,96,45,53,68,69,79,87,87,96,102,106
Aditya Birla SL Pharma & Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,37591,37.67,-12.68,19.54,53.84,-,-,-,-,-,-,5,9,5,9,-,-,-,-,-,-,-0.91,-0.19,4.7,7.2,4.05,10.63,-3.89,3.44,0.1,8.25,16,12,5,2,8,6,8,1,10,4,12.03,10.64,12.08,16.38,-4.61,-0.58,6.09,-10.76,-7.23,-0.15,2,8,2,4,8,7,10,8,6,6,35.6,-9.84,20.49,66.47,3.8,-4.1,5.13,-12.24,19.6,50.02,0.8,-0.15,4.01,6.12,4.04,10.75,-3.8,2.1,0.79,7.73,10.29,10.87,10.7,15.53,-4.17,-0.16,7.95,-10.29,-6.75,0.33,11,10,9,9,-,-,-,-,-,-,16,16,14,14,13,13,12,12,12,11,9,10,10,10,10,11,11,11,12,14
Bandhan Hybrid Equity Fund-Reg(G),Hybrid : Equity Oriented,34066,20.4,-1.07,30.8,13.86,4.66,-3.83,16.15,-,-,-,15,47,4,13,38,29,24,-,-,-,1.94,1.02,0.77,1.81,5.25,5.07,-2.49,0.87,0.58,2.53,32,20,43,12,18,18,51,40,12,23,3.63,7.83,4.02,10.13,-2.54,1.77,8.97,-8.22,-2.81,2.23,22,22,24,11,40,42,8,48,46,3,17.08,2.69,19.36,11.92,7.58,-1.41,20.48,6.33,3.95,34.33,2.21,0.77,1.29,1.41,3.94,3.95,-1.34,1.15,0.14,2.46,3.51,6.59,3.79,7.48,-1.59,2.68,6.29,-5.35,-0.54,0.42,55,55,53,52,47,38,36,-,-,-,56,56,56,56,56,56,56,55,55,55,53,55,55,55,55,55,55,55,56,56
Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,43811,47.3,-4.11,60.12,25.11,-,-,-,-,-,-,9,49,1,2,-,-,-,-,-,-,10.39,-4.32,-0.64,7.2,5.83,10.21,-1.78,2.49,5.12,7.7,7,102,97,8,93,15,15,34,6,8,1.92,14.56,16.04,19.7,-7.44,2.84,13.73,-14.44,-4.19,4.77,86,32,7,4,70,48,26,64,48,3,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,34,30,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,45,53,68,69,79,87,87,96,102,106
Kotak Quant Fund-Reg(G),Equity : Thematic,48083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.93,0.07,3.26,5.92,9.83,11.71,-1.93,2.72,-,-,23,39,15,11,8,4,12,18,-,-,9.45,20.33,-,-,-,-,-,-,-,-,14,5,-,-,-,-,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,-,-,-,-,-,-,-,-,-,-,60,57,56,56,54,53,52,50,-,-,-,-,-,-,-,-,-,-,52,56
PGIM India ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),26780,19.48,4.68,37.46,17.88,8.2,-6.36,39.31,1.67,-,-,56,18,19,25,28,19,17,29,-,-,3.18,1.39,0.55,-1.28,5.32,6.46,-3.11,0.59,-0.66,2.32,44,17,47,59,47,42,48,58,47,56,0.64,8.64,2.24,10.96,-3.06,5.7,8.64,-9.72,0.97,2.9,50,53,58,51,19,3,52,29,8,16,29.57,2.78,38.57,18.02,6.97,-8.89,38.12,5.24,3.16,50.41,4.62,0.21,1.46,2.04,6.35,7.34,-2.41,1.84,0.69,3.76,3.77,11.41,6.4,13.43,-3.73,2.55,12.16,-9.32,-1.44,1.66,58,55,55,55,52,45,40,36,-,-,60,60,60,60,60,60,60,60,60,60,55,55,55,55,55,58,59,60,60,60
Mirae Asset Nifty Midcap 150 ETF,Equity : ETFs,46105,44.35,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,6.35,-0.36,-0.2,4.74,6.97,9.69,-3.79,3.03,4.03,5.63,23,119,129,25,113,23,111,31,11,20,4.15,12.9,13.21,18.2,-4.44,2.02,16.46,-9.63,-,-,71,46,12,10,69,76,12,64,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,-,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,-,-,103,103,117,122,129,129,138,141
HDFC Dynamic Debt Fund(G),Debt : Dynamic Bond,1274,6.72,1.57,7.43,8.95,3.23,4.11,2.69,14.74,5.51,16.14,8,19,2,15,19,18,16,7,17,2,-0.39,0.9,0.99,0.76,1.05,0.73,-0.12,0.31,0.6,0.43,11,1,16,12,9,13,14,8,3,9,2.67,1.66,1.35,1.97,1.58,1.29,1.68,-1.04,-0.34,0.28,12,12,3,14,10,18,8,14,21,19,6.54,3.18,3.41,9.81,8.5,5.57,3.87,13.31,6.56,14.12,-0.4,0.71,1.11,0.85,1,0.72,-0.06,0.2,0.51,0.38,2.7,1.66,1.09,2.12,1.53,1.59,1.62,-0.47,0.43,0.47,22,22,21,21,21,20,19,19,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Aditya Birla SL ESG Integration Strategy Fund-Reg(G),Equity : Thematic,44736,22.19,-13.42,37.35,-,-,-,-,-,-,-,39,35,10,-,-,-,-,-,-,-,2.04,-0.95,1.51,0,6.03,6.75,-3.16,0.53,0.46,2.81,54,50,38,49,40,37,39,44,20,39,0.55,9.62,3.82,11.58,-3.77,-0.5,11.84,-15.91,-7.47,4.15,53,44,41,30,26,37,17,36,33,4,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,42,36,28,-,-,-,-,-,-,-,60,57,56,56,54,53,52,50,47,46,34,36,37,38,40,42,43,46,52,56
Baroda BNP Paribas Overnight Fund-Reg(G),Debt : Overnight,43376,6.63,4.64,3.15,3.4,-,-,-,-,-,-,7,7,7,6,-,-,-,-,-,-,0.53,0.55,0.51,0.56,0.56,0.55,0.57,0.54,0.54,0.54,15,16,19,19,22,14,6,8,14,11,1.64,1.68,1.63,1.62,1.54,1.49,1.27,0.98,0.82,0.81,16,12,8,5,11,6,5,5,12,13,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.53,0.55,0.51,0.56,0.56,0.54,0.56,0.53,0.54,0.53,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,0.82,0.81,31,27,27,25,-,-,-,-,-,-,35,35,35,35,35,35,34,34,34,32,27,27,28,28,29,31,32,32,34,35
Aditya Birla SL CRISIL IBX Gilt Apr 2029 Index Fund-Reg(G),Debt : Gilt,46950,8.04,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,0,0.68,0.53,0.79,1.23,0.95,0.04,0.23,0.58,0.26,10,23,28,18,13,5,10,14,13,18,2.01,2.24,1.07,2.19,2.32,-,-,-,-,-,27,1,16,16,1,-,-,-,-,-,7.05,2.28,2.23,11.35,10.62,6.4,2.17,15.44,5.97,17.22,-0.36,0.71,1,0.9,1.16,0.85,-0.14,0.16,0.57,0.28,2.63,1.88,1.01,2.22,1.77,1.54,1.62,-1.02,0.16,0.21,35,-,-,-,-,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,-,-,-,-,-,35,35,35,35,35
LIC MF Nifty 100 ETF,Equity : ETFs,33578,20.76,4.76,25.98,15.63,11.45,2.32,32.5,-,-,-,93,51,31,40,28,31,12,-,-,-,2.22,1.75,2.25,0.62,8.47,6.17,-2.7,1.85,-2.26,3.12,77,48,69,80,53,82,50,82,85,60,4.68,12.05,2.65,11.5,-5.85,4.8,9.81,-9.36,0.43,-1.11,60,70,89,70,103,62,46,60,47,35,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,53,47,43,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
JM Value Fund(G),Equity : Value / Contra,1849,47.66,5.34,36.28,13.4,11.95,-11.22,44.56,12.14,3.51,52.42,1,9,7,13,1,9,5,2,7,8,8.57,-2.14,0.16,7.89,7.11,8.36,-1.4,1.64,3.5,7.57,2,22,22,2,14,9,3,19,1,1,5.76,14.45,13.15,15.34,-1.14,9.39,9.99,-10.94,-1.7,1.66,10,6,2,3,4,2,15,18,14,7,34.42,5.98,36.12,16.43,2.39,-8.75,39.93,6.46,2.48,58.08,4.62,0.16,2,3.82,7.72,8.38,-2.48,2.57,0.27,5.29,6.07,13.86,8.29,12.73,-3.44,5.76,11.08,-9.04,-0.84,0.48,21,21,18,17,17,15,15,15,14,14,22,22,22,22,22,22,22,22,22,22,20,21,21,21,21,21,21,22,22,22
360 ONE Balanced Hybrid Fund-Reg(G),Hybrid : Equity Oriented,48144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.19,0.61,1.22,0.85,3.64,3.9,-1.07,-,-,-,11,34,28,40,31,30,26,-,-,-,2.7,6.53,-,-,-,-,-,-,-,-,37,29,-,-,-,-,-,-,-,-,17.08,2.69,19.36,11.92,7.58,-1.41,20.48,6.33,3.95,34.33,2.21,0.77,1.29,1.41,3.94,3.95,-1.34,1.15,0.14,2.46,3.51,6.59,3.79,7.48,-1.59,2.68,6.29,-5.35,-0.54,0.42,-,-,-,-,-,-,-,-,-,-,56,56,56,56,56,56,56,-,-,-,-,-,-,-,-,-,-,-,56,56
Invesco India Ultra Short Duration Fund(G),Debt : Ultra Short Duration,13460,6.62,4.1,3.03,5.1,7.59,7.33,7.14,9.13,8.28,10.11,14,19,19,11,10,7,3,4,10,2,0.59,0.65,0.85,0.58,0.52,0.5,0.52,0.49,0.53,0.57,11,14,1,12,17,18,14,14,11,12,2.1,1.55,1.6,1.72,1.6,1.44,1.11,0.6,0.89,0.72,1,18,12,13,14,16,17,21,16,17,6.63,4.28,3.59,5.23,7.27,5.52,6.56,8.18,8.37,9.56,0.58,0.65,0.58,0.57,0.53,0.52,0.53,0.5,0.51,0.56,1.82,1.59,1.58,1.7,1.62,1.48,1.16,0.67,0.9,0.78,24,24,23,21,17,13,13,13,13,13,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
HDFC Non-Cyclical Consumer Fund-Reg(G),Equity : Thematic - Consumption,46357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.2,-1.84,3.2,0.27,4.68,7.88,-1.6,2.78,2.04,-,2,16,3,8,9,5,11,2,2,-,1.57,11.12,-,-,-,-,-,-,-,-,11,6,-,-,-,-,-,-,-,-,28.96,7.23,26.79,16.12,5.59,-2.83,43.11,4.95,4.52,41.82,3.97,1.14,1.37,0.35,4.94,7.11,-1.39,1.45,0.5,3.2,2.8,10.78,5.03,15.05,-3.57,-1.56,16.06,-4.65,-1.57,-0.01,-,-,-,-,-,-,-,-,-,-,17,17,17,16,16,15,15,15,14,-,-,-,-,-,-,-,-,-,15,16
Nippon India US Equity Opp Fund(G),Equity : International,19246,32.38,-19.01,22.16,22.4,31.82,7.68,16.91,8.2,-,-,3,6,3,2,2,1,2,2,-,-,-4.74,3.47,5.95,1.76,4.23,10.25,-1.2,-4.12,-1.67,4.03,8,5,2,2,5,3,1,3,4,4,11.56,13.53,-1.92,11.52,6.6,5.22,-4.8,-13.32,-6.72,5.75,2,2,3,2,4,7,4,4,4,2,26.74,-16.05,14.55,18.65,28.41,-0.08,19.01,4.28,1.84,7.86,-3.58,2.94,4.78,0.13,4.75,9.85,-3.58,-4.05,-2.63,3.84,7.95,10.93,-3,7.49,9,8.55,-5.53,-13.82,-5.3,2.72,8,8,6,5,5,5,5,5,-,-,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8
Franklin India NSE Nifty 50 Index Fund(G),Equity : Index Funds,942,20.25,4.94,24.29,14.75,12,3.16,28.28,3.26,-3.58,31.17,73,23,25,21,15,15,14,11,6,8,1.18,1.51,1.28,0,7.81,5.47,-2.78,1.9,-2.18,2.77,91,51,54,77,66,92,54,62,64,89,2.81,10.54,2.43,10.8,-4.16,5.86,8.47,-9.19,0.63,-1.42,61,84,83,72,29,29,59,23,14,28,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,34,30,21,20,18,18,18,18,116,114,108,106,104,103,102,101,98,96,45,53,68,69,79,87,87,96,102,106
Nippon India Index Fund-S&P BSE Sensex Plan(G),Equity : Index Funds,12865,19.45,5.04,22.43,16.56,14.25,6.17,27.91,1.96,-4.75,28.68,81,20,30,5,5,4,16,17,16,18,1.09,1.56,1.12,-0.7,7.78,4.9,-2.9,1.48,-2.34,2.85,98,34,73,99,73,97,72,79,81,87,1.98,9.78,1.93,10.16,-3.09,5.9,8.39,-8.99,0.55,-1.48,83,90,91,82,14,23,62,15,19,35,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,53,34,30,21,20,18,18,18,18,116,114,108,106,104,103,102,101,98,96,45,53,68,69,79,87,87,96,102,106
SBI FMP-91-90D-Reg(G),Debt : FTP/FMP,48431,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.53,0.6,0.69,-,-,-,-,-,-,109,92,61,14,-,-,-,-,-,-,1.84,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.4,0.58,0.63,0.65,0.83,0.72,0.28,0.43,0.5,0.43,1.87,1.84,1.37,1.98,1.7,1.93,1.63,-1.35,0.8,0.75,-,-,-,-,-,-,-,-,-,-,110,108,106,103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103
Mirae Asset S&P 500 Top 50 ETF,Equity : ETFs,45835,37.24,-16.25,-,-,-,-,-,-,-,-,25,82,-,-,-,-,-,-,-,-,-3.63,2.74,6.08,2.9,2.86,9.29,-1.15,-4.66,-0.31,3.37,137,21,21,60,138,29,8,132,37,51,12.15,11.12,-1.75,12.47,11.77,4.29,-2.87,-14.93,-2.82,12,28,76,125,54,3,69,101,91,66,1,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,-,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
Quant PSU Fund-Reg(G),Equity : Thematic,48341,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.3,-0.87,-,-,-,-,-,-,-,-,5,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,-,-,-,-,-,-,-,-,-,-,60,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Quant Manufacturing Fund-Reg(G),Equity : Thematic,48120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.87,-0.47,2.6,10.03,8.83,7.82,-1.89,3.65,-,-,16,42,25,4,14,23,11,9,-,-,12.36,15.11,-,-,-,-,-,-,-,-,9,16,-,-,-,-,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,-,-,-,-,-,-,-,-,-,-,60,57,56,56,54,53,52,50,-,-,-,-,-,-,-,-,-,-,52,56
