MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Motilal Oswal Nifty 200 Momentum 30 Index Fund-Reg(G),46320,Motilal Oswal Mutual Fund,3.41,2.3,17.9,61.19,Nifty200 Momentum 30 - TRI,,,,36.6,18,6,85,32,18,,,,Motilal Oswal Nifty 200 Momentum 30 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
LIC MF Overnight Fund-Reg(G),43784,LIC Mutual Fund,0.52,1.59,3.22,6.65,Nifty 1D Rate Index,5.65,4.72,,5.1,28,22,22,25,28,24,19,,LIC MF Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,6.81,5.83,4.9,,6.69
Aditya Birla SL Gold ETF,13056,Aditya Birla Sun Life Mutual Fund,4.33,2.7,3.83,28.74,Gold-India,15.72,13.15,9.92,18.76,14,20,6,22,11,7,3,3,Aditya Birla SL Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Union Innovation & Opp Fund-Reg(G),45727,Union Mutual Fund,3.86,9.99,26.02,46.18,NIFTY 500 - TRI,,,,39.11,7,3,2,1,18,,,,Union Innovation & Opp Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
HDFC Income Fund(G),1281,HDFC Mutual Fund,0.99,2.79,5.05,10.58,CRISIL Medium to Long Term Debt Index,5.1,5.55,6.5,7.97,1,5,5,4,1,10,8,8,HDFC Income Fund(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
LIC MF Balanced Advantage Fund-Reg(G),45941,LIC Mutual Fund,0.23,2.4,8.79,17.98,NIFTY 50,,,,11.87,38,31,33,30,37,,,,LIC MF Balanced Advantage Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,0.18,2.67,9.71,26.01,11.62,17.15,,19.05
DSP NIFTY Next 50 Index Fund-Reg(G),41641,DSP Mutual Fund,0.62,1.88,18.8,66.98,NIFTY NEXT 50 - TRI,20.48,23.23,,41.06,2,14,96,13,3,7,3,,DSP NIFTY Next 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Canara Rob Savings Fund-Reg(G),535,Canara Robeco Mutual Fund,0.68,1.89,3.66,7.43,CRISIL Low Duration Debt Index,5.85,5.55,6.69,5.89,10,12,6,9,6,7,17,11,Canara Rob Savings Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,0.69,1.99,3.89,,,,,7.86
UTI Innovation Fund-Reg(G),48238,UTI Mutual Fund,-1.7,8.89,17.15,,NIFTY 500 - TRI,,,,21.91,44,68,6,21,,,,,UTI Innovation Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
WOC Multi Asset Allocation Fund-Reg(G),47946,WhiteOak Capital Mutual Fund,1.91,3.52,9.24,23.66,CRISIL Short Term Bond Index,,,,16.23,12,3,6,12,15,,,,WOC Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,17,26,25,24,17,10,7,7,18.16,0.74,2.64,9.53,28.33,15.29,19.09,12.84,,,,,,,,
Motilal Oswal Liquid Fund-Reg(G),41872,Motilal Oswal Mutual Fund,0.55,1.66,3.33,6.95,CRISIL Liquid Debt Index,5.68,4.73,,5.4,34,36,36,36,34,35,34,,Motilal Oswal Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund-Reg(G),46448,Edelweiss Mutual Fund,0.69,1.9,3.7,7.54,CRISIL IBX 50:50 PSU + SDL Index - October 2025,,,,5.96,24,25,28,27,26,,,,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
Nippon India Hybrid Bond Fund(G),2649,Nippon India Mutual Fund,0.64,2.12,4.55,9.97,CRISIL Hybrid 85+15 - Conservative Index,7.75,4.77,6.01,7.24,18,10,17,17,19,12,18,18,Nippon India Hybrid Bond Fund(G),Hybrid : Debt Oriented (Conservative),19,19,19,19,19,19,18,18,10.02,0.66,2.65,6.61,14.33,8.37,9.29,8.17,,,,,,,,
360 ONE Balanced Hybrid Fund-Reg(G),48144,360 ONE Mutual Fund,0.72,2.54,12.3,24.54,NIFTY 50 Hybrid Composite Debt 50:50 Index,,,,17.4,24,14,31,17,29,,,,360 ONE Balanced Hybrid Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),43811,Motilal Oswal Mutual Fund,-1.49,2.9,17.44,46.94,Nifty Smallcap 250 - TRI,22.45,31.36,,29.06,33,128,45,39,34,5,1,,Motilal Oswal Nifty Smallcap 250 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Aditya Birla SL Special Opp Fund-Reg(G),45096,Aditya Birla Sun Life Mutual Fund,0.36,6.36,17.4,41.57,BSE 500 - TRI,15.72,,,27.77,25,36,16,20,29,22,,,Aditya Birla SL Special Opp Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
UTI Banking & PSU Fund-Reg(G),21956,UTI Mutual Fund,0.79,2.28,4.04,8.18,NIFTY Banking and PSU Debt Index,7.92,7.31,6.86,6.26,17,22,14,17,11,1,1,11,UTI Banking & PSU Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
DSP NIFTY 1D Rate Liquid ETF,38904,DSP Mutual Fund,0.5,1.54,3.11,6.45,Nifty 1D Rate Index,5.35,4.3,,4.92,16,22,24,22,16,12,5,,DSP NIFTY 1D Rate Liquid ETF,Debt : ETFs,22,30,29,26,19,14,6,1,6.31,0.68,2.37,4.36,8.79,5.64,4.96,4.92,0.53,1.62,3.29,6.81,5.83,4.9,,6.69
ICICI Pru Silver ETF FOF(G),46215,ICICI Prudential Mutual Fund,7.24,-3.84,6.41,24.31,Silver,,,,21.18,14,4,55,37,27,,,,ICICI Pru Silver ETF FOF(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Bandhan Hybrid Equity Fund-Reg(G),34066,Bandhan Mutual Fund,1.79,7.45,15.31,31.86,BSE 200 - TRI,13.1,17.82,,22.12,10,3,1,6,12,16,9,,Bandhan Hybrid Equity Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,0.21,2.69,12.61,35.31,15.68,21.24,,27.18
SBI Nifty 500 Index Fund-Reg(G),49019,SBI Mutual Fund,,,,,NIFTY 500 - TRI,,,,,,,,,,,,,SBI Nifty 500 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Tata Gilt Securities Fund-Reg(G),3230,Tata Mutual Fund,0.92,2.67,4.5,10.09,CRISIL Dynamic Gilt Index,5.81,5.6,7.04,7.26,24,24,25,28,24,11,18,20,Tata Gilt Securities Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
Baroda BNP Paribas Overnight Fund-Reg(G),43376,Baroda BNP Paribas Mutual Fund,0.52,1.61,3.25,6.7,CRISIL Liquid Overnight Index,5.71,4.8,,5.14,12,10,9,9,12,8,6,,Baroda BNP Paribas Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,,,,,6.57
DSP Floater Fund-Reg(G),45396,DSP Mutual Fund,1.01,2.78,5.0,9.75,CRISIL Short Duration Debt Index,6.34,,,7.64,2,2,2,2,2,4,,,DSP Floater Fund-Reg(G),Debt : Floater,13,13,13,13,13,12,7,5,6.7,0.79,2.34,4.38,8.43,6.15,6.42,7.11,,,,,,,,
HDFC NIFTY200 Momentum 30 Index Fund-Reg(G),48466,HDFC Mutual Fund,3.45,2.37,17.85,,Nifty200 Momentum 30 - TRI,,,,,,2,80,34,,,,,HDFC NIFTY200 Momentum 30 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
HDFC NIFTY G-Sec Jun 2036 Index Fund-Reg(G),47714,HDFC Mutual Fund,1.1,3.06,5.82,12.28,Nifty G-Sec Jun 2036 Index,,,,9.01,9,16,18,9,7,,,,HDFC NIFTY G-Sec Jun 2036 Index Fund-Reg(G),Debt : Long Duration,21,24,24,24,19,3,3,2,8.98,1.13,3.14,5.86,11.82,5.87,6.22,7.46,,,,,,,,
Invesco India Manufacturing Fund-Reg(G),47579,Invesco Mutual Fund,2.31,,,,Nifty India Manufacturing - TRI,,,,,,8,,,,,,,Invesco India Manufacturing Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
PGIM India ELSS Tax Saver Fund-Reg(G),26780,PGIM India Mutual Fund,-0.55,2.4,12.14,26.56,NIFTY 500 - TRI,13.86,19.81,,16.44,53,38,47,47,57,48,45,,PGIM India ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF(G),45389,ICICI Prudential Mutual Fund,0.18,4.2,14.33,52.54,NIFTY Alpha Low-Volatility 30 - TRI,18.78,,,29.49,3,46,5,7,4,4,,,ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Franklin India Corp Debt Fund-A(G),3381,Franklin Templeton Mutual Fund,0.89,2.28,4.06,7.69,NIFTY Corporate Bond Index,5.48,6.17,7.39,6.13,21,17,18,19,21,11,14,6,Franklin India Corp Debt Fund-A(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
HDFC Dynamic Debt Fund(G),1274,HDFC Mutual Fund,0.94,2.89,5.27,10.2,NIFTY Composite Debt Index,5.49,6.86,6.84,7.75,8,17,11,10,10,17,6,14,HDFC Dynamic Debt Fund(G),Debt : Dynamic Bond,22,22,22,22,22,22,21,18,7.58,0.99,2.78,5.06,9.89,5.95,6.31,7.32,,,,,,,,
UTI India Consumer Fund-Reg(G),3581,UTI Mutual Fund,1.2,8.67,22.31,43.98,Nifty India Consumption - TRI,16.56,19.47,13.02,31.81,4,4,8,8,5,12,12,8,UTI India Consumer Fund-Reg(G),Equity : Thematic - Consumption,16,17,17,17,15,13,13,8,28.83,-0.11,8.32,21.01,41.66,19.95,22.14,16.47,,,,,,,,
360 ONE Dynamic Bond Fund-Reg(G),17578,360 ONE Mutual Fund,1.12,3.29,5.3,10.94,CRISIL Dynamic Bond Index,6.58,6.84,7.26,8.35,4,3,2,9,5,5,7,9,360 ONE Dynamic Bond Fund-Reg(G),Debt : Dynamic Bond,22,22,22,22,22,22,21,18,7.58,0.99,2.78,5.06,9.89,5.95,6.31,7.32,0.98,2.77,4.96,,,,,9.15
LIC MF Nifty 100 ETF,33578,LIC Mutual Fund,-0.15,2.75,11.71,33.92,NIFTY 100 - TRI,13.76,18.99,,19.63,84,77,86,87,71,39,27,,LIC MF Nifty 100 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Kotak Credit Risk Fund(G),8472,Kotak Mahindra Mutual Fund,-0.49,1.43,3.31,8.31,CRISIL Credit Risk Debt Index,4.71,5.49,6.9,6.12,11,15,14,14,8,15,12,5,Kotak Credit Risk Fund(G),Debt : Credit Risk,15,15,15,15,15,15,15,10,6.45,0.69,2.2,4.13,8.87,8.57,6.42,6.57,,,,,,,,
TRUSTMF Flexi Cap Fund-Reg(G),48451,Trust Mutual Fund,1.81,5.65,,,NIFTY 500 - TRI,,,,,,5,10,,,,,,TRUSTMF Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,,,,,,,,
Kotak Nifty 50 Index Fund-Reg(G),45556,Kotak Mahindra Mutual Fund,-0.2,2.91,10.4,27.58,NIFTY 50 - TRI,12.38,,,15.39,90,67,43,91,85,36,,,Kotak Nifty 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
HDFC Nifty G-Sec Jun 2027 Index Fund-Reg(G),46618,HDFC Mutual Fund,0.75,2.32,4.42,8.96,Nifty G-Sec Jun 2027 Index,,,,6.41,30,32,31,30,28,,,,HDFC Nifty G-Sec Jun 2027 Index Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
Nippon India Index Fund-BSE Sensex Plan(G),12865,Nippon India Mutual Fund,-0.42,2.24,9.38,24.29,BSE SENSEX - TRI,11.38,17.18,12.34,13.3,99,96,91,106,95,45,24,16,Nippon India Index Fund-BSE Sensex Plan(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,-0.17,2.12,9.43,23.96,12.02,17.76,,17.72
Mirae Asset Nifty SDL Jun 2027 Index Fund-Reg(G),46134,Mirae Asset Mutual Fund,0.86,2.38,4.58,9.19,Nifty SDL Jun 2027 Index,,,,6.96,16,19,31,27,28,,,,Mirae Asset Nifty SDL Jun 2027 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,13,11,11,6.86,0.84,2.48,4.6,9.21,5.58,5.99,6.75,,,,,,,,
Baroda BNP Paribas Conservative Hybrid Fund-Reg(G),210,Baroda BNP Paribas Mutual Fund,0.66,2.25,5.56,13.72,CRISIL Hybrid 85+15 - Conservative Index,7.26,8.11,7.74,9.27,12,9,15,16,11,14,14,11,Baroda BNP Paribas Conservative Hybrid Fund-Reg(G),Hybrid : Debt Oriented (Conservative),19,19,19,19,19,19,18,18,10.02,0.66,2.65,6.61,14.33,8.37,9.29,8.17,,,,,,,,
LIC MF Infra Fund-Reg(G),4324,LIC Mutual Fund,0.64,-0.62,31.13,72.02,Nifty Infrastructure - TRI,33.3,30.18,16.51,50.35,1,5,7,1,1,2,8,13,LIC MF Infra Fund-Reg(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,34.69,0.03,-1.06,16.56,54.83,28.66,29.49,17.48,,,,,,,,
Axis Value Fund-Reg(G),45838,Axis Mutual Fund,0.91,5.95,20.96,49.88,NIFTY 500 - TRI,22.18,,,31.08,4,3,3,3,5,7,,,Axis Value Fund-Reg(G),Equity : Value / Contra,22,22,22,22,22,20,17,14,26.67,-0.62,3.21,15.27,44.16,20.65,24.94,16.59,,,,,,,,
LIC MF Nifty Midcap 100 ETF,48473,LIC Mutual Fund,-0.27,3.54,17.02,,Nifty Midcap 100 - TRI,,,,,,103,50,61,,,,,LIC MF Nifty Midcap 100 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Aditya Birla SL ESG Integration Strategy Fund-Reg(G),44736,Aditya Birla Sun Life Mutual Fund,1.09,9.22,22.06,38.22,NIFTY100 ESG - TRI,10.33,,,26.94,28,17,5,7,35,32,,,Aditya Birla SL ESG Integration Strategy Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Tata Nifty 50 ETF,41017,Tata Mutual Fund,-0.18,3.01,10.69,28.29,NIFTY 50 - TRI,13.0,18.57,,15.92,108,88,75,103,101,51,32,,Tata Nifty 50 ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
Sundaram Corp Bond Fund(G),2955,Sundaram Mutual Fund,0.98,2.6,4.47,8.59,NIFTY Corporate Bond Index,5.71,6.57,7.73,6.68,9,5,4,6,9,8,8,4,Sundaram Corp Bond Fund(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
Baroda BNP Paribas Focused Fund-Reg(G),32452,Baroda BNP Paribas Mutual Fund,1.51,0.56,12.66,37.59,NIFTY 500 - TRI,15.49,19.36,,24.37,25,8,43,38,25,19,16,,Baroda BNP Paribas Focused Fund-Reg(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,,,,,,,,
360 ONE Liquid Fund-Reg(G),15687,360 ONE Mutual Fund,0.59,1.74,3.48,7.23,CRISIL Liquid Debt Index,5.98,4.93,5.93,5.62,29,30,30,30,30,28,29,26,360 ONE Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
Bank of India Multi Cap Fund-Reg(G),46115,Bank of India Mutual Fund,-0.82,3.36,15.76,44.31,Nifty500 Multicap 50:25:25 - TRI,,,,27.39,15,32,26,21,10,,,,Bank of India Multi Cap Fund-Reg(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
Kotak Silver ETF,46627,Kotak Mahindra Mutual Fund,7.35,-3.78,6.92,27.58,Silver,,,,21.97,4,6,21,4,16,,,,Kotak Silver ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Kotak Global Innovation FoF-Reg(G),45334,Kotak Mahindra Mutual Fund,6.26,4.73,10.66,32.14,MSCI AC World Index,1.86,,,17.89,26,28,17,25,23,31,,,Kotak Global Innovation FoF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,,,,,,,,
Quant BFSI Fund-Reg(G),47989,Quant Mutual Fund,-2.38,-1.09,6.52,41.65,Nifty Financial Services - TRI,,,,22.32,1,21,20,17,1,,,,Quant BFSI Fund-Reg(G),Equity : Sectoral - Financial Services,18,21,21,20,17,13,11,8,14.11,0.67,1.93,9.59,25.68,14.25,15.52,14.09,,,,,,,,
Franklin India Equity Savings Fund(G),39645,Franklin Templeton Mutual Fund,0.29,2.19,5.01,11.66,NIFTY 50 Equity Savings Index,7.09,9.19,,8.29,49,26,36,51,49,47,44,,Franklin India Equity Savings Fund(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Bajaj Finserv Arbitrage Fund-Reg(G),48064,Bajaj Finserv Mutual Fund,0.44,1.47,3.13,6.81,Nifty 50 Arbitrage,,,,5.41,25,18,25,25,24,,,,Bajaj Finserv Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
SBI Magnum Comma Fund-Reg(G),2750,SBI Mutual Fund,0.97,4.89,11.75,41.28,NIFTY COMMODITIES - TRI,12.67,24.63,15.92,20.61,47,21,23,51,30,27,8,3,SBI Magnum Comma Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Canara Rob Ultra Short Term Fund-Reg(G),5902,Canara Robeco Mutual Fund,0.62,1.69,3.3,6.74,CRISIL Ultra Short Term Debt Index,5.39,4.79,5.88,5.35,20,16,18,19,20,21,17,11,Canara Rob Ultra Short Term Fund-Reg(G),Debt : Ultra Short Duration,24,25,24,24,24,24,19,13,5.61,0.63,1.73,3.42,7.06,5.73,5.34,6.31,0.67,1.93,3.82,,,,,7.77
HDFC MNC Fund-Reg(G),47648,HDFC Mutual Fund,1.37,1.18,17.15,30.62,NIFTY MNC - TRI,,,,19.32,4,2,4,4,4,,,,HDFC MNC Fund-Reg(G),Equity : Thematic - MNC,5,5,5,5,5,4,4,3,21.25,0.46,2.36,17.44,29.17,13.59,18.4,13.08,,,,,,,,
ICICI Pru Retirement Fund-Hybrid Aggressive Plan(G),25669,ICICI Prudential Mutual Fund,0.56,1.82,12.72,42.53,CRISIL Hybrid 35+65 - Aggressive Index,18.96,19.96,,25.98,4,20,39,21,3,4,5,,ICICI Pru Retirement Fund-Hybrid Aggressive Plan(G),Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
Nippon India US Equity Opp Fund(G),19246,Nippon India Mutual Fund,3.58,0.19,4.55,27.48,S&P 500 - TRI,8.19,15.37,,15.25,5,5,6,6,3,3,2,,Nippon India US Equity Opp Fund(G),Equity : International,8,8,8,8,8,6,5,4,16.22,4.53,2.85,8.42,26.53,6.86,11.35,9.28,,,,,,,,
Edelweiss Nifty Midcap150 Momentum 50 Index Fund-Reg(G),47175,Edelweiss Mutual Fund,2.81,2.32,20.65,58.66,Nifty Midcap150 Momentum 50 - TRI,,,,36.53,19,8,84,5,22,,,,Edelweiss Nifty Midcap150 Momentum 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Sundaram Overnight Fund-Reg(G),42000,Sundaram Mutual Fund,0.52,1.59,3.22,6.66,Nifty 1D Rate Index,5.67,4.74,,5.11,25,23,23,26,24,22,15,,Sundaram Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,6.81,5.83,4.9,,6.69
DSP Nifty Top 10 Equal Weight Index Fund-Reg(G),49011,DSP Mutual Fund,-2.0,,,,Nifty Top 10 Equal Weight - TRI,,,,,,138,,,,,,,DSP Nifty Top 10 Equal Weight Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
SBI Nifty Midcap 150 Index Fund-Reg(G),45376,SBI Mutual Fund,0.06,2.8,17.27,44.77,Nifty Midcap 150 - TRI,,,,28.24,41,46,62,49,42,,,,SBI Nifty Midcap 150 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Union Aggressive Hybrid Fund-Reg(G),44512,Union Mutual Fund,0.11,2.6,9.82,26.01,CRISIL Hybrid 35+65 - Aggressive Index,11.28,,,16.5,27,35,30,27,25,26,,,Union Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
DSP NIFTY 50 Index Fund-Reg(G),41642,DSP Mutual Fund,-0.21,2.9,10.45,27.79,NIFTY 50 - TRI,12.56,17.99,,15.54,83,70,46,86,78,29,14,,DSP NIFTY 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Navi Nifty Next 50 Index Fund-Reg(G),45860,Navi Mutual Fund,0.51,1.74,18.62,66.36,NIFTY NEXT 50 - TRI,,,,40.56,13,26,108,19,10,,,,Navi Nifty Next 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Reg(G),47190,Nippon India Mutual Fund,1.13,3.09,5.76,12.23,Nifty G-Sec Jun 2036 Index,,,,8.98,6,5,7,6,4,,,,Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
UTI Gilt Fund-Reg(G),3560,UTI Mutual Fund,0.93,2.94,5.26,10.52,CRISIL Dynamic Gilt Index,5.88,6.17,8.21,7.98,15,22,16,20,19,9,11,8,UTI Gilt Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
Nippon India Equity Savings Fund(G),30963,Nippon India Mutual Fund,0.22,1.61,5.11,12.51,NIFTY 50 Equity Savings Index,7.68,6.26,,8.68,48,32,46,49,48,44,49,,Nippon India Equity Savings Fund(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Tata Housing Opportunities Fund-Reg(G),46764,Tata Mutual Fund,-0.51,1.2,15.3,34.07,Nifty Housing - TRI,,,,19.4,49,53,55,34,42,,,,Tata Housing Opportunities Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Samco Flexi Cap Fund-Reg(G),46217,Samco Mutual Fund,-1.35,-1.9,5.81,13.57,NIFTY 500 - TRI,,,,7.11,46,42,48,47,45,,,,Samco Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,,,,,,,,
