MF Code,option,s_name,index_code,rv_tax_category,amc_code,classification_id,fund_manager_code,schemecode,type,expenceratio,fund_manager,navchange,turnover_ratio,exitload,navrs,navdate,lockperiod,inception_date,inception_return,minimum_investment,aumtotal,fund_house,index_name,redemption_period,aumdate,returns_1month,returns_3month,returns_1year,returns_3year,returns_5year,ytd_returns,exitload_remarks,highest_sector,portfolio_attributes,cost_factor,risk,rupeevest_rating,consistency_of_return,total_return,classification,navrs_gp
HDFC Retirement Savings Fund-Hybrid-Equity Plan-Reg(G),Growth,HDFC Retirement Savings Fund-Hybrid-Equity Plan-Reg(G),370,EQ,400013,43,658,24805,Open ended scheme,2.09,Srinivasan Ramamurthy,-0.01,12.24,0.0,38.174,2024-08-23,5.0,2016-02-25,17.07,100.0,1555.9028,HDFC Mutual Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,3,2024-07-31,1.8435,7.2755,26.1575,16.6464,19.2313,16.009238436759258,NIL - Upon completion of Lock-in Period,Financials,,,,4,,,Hybrid : Solution Oriented,38.174
Mirae Asset NYSE FANG+ETF FoF-Reg(G),Growth,Mirae Asset NYSE FANG+ETF FoF-Reg(G),542,NEQ,400033,49,760,45496,Open ended scheme,0.44,Ekta Gala,-0.1,,0.5,20.124,2024-08-23,0.0,2021-05-10,23.68,5000.0,1555.63400090839,Mirae Asset Mutual Fund,NYSE FANG+ TRI,5,2024-07-31,-1.6134,-0.322,54.6691,22.4337,,31.075541674799922,"0.50% on or before 3M, Nil after 3M",-,,,,Unrated,,,FoFs : Overseas,20.145
ICICI Pru ESG Exclusionary Strategy Fund(G),Growth,ICICI Pru ESG Exclusionary Strategy Fund(G),427,EQ,400015,13,433,44087,Open ended scheme,2.13,Mittul Kalawadia,0.23,30.0,1.0,22.19,2024-08-23,0.0,2020-10-09,22.84,5000.0,1553.8128634358,ICICI Prudential Mutual Fund,NIFTY100 ESG - TRI,3,2024-07-31,7.5618,15.5128,45.4128,18.5269,,25.938566552901037,"1% on or before 12M, Nil after 12M",Financials,,,,Unrated,,,Equity : Thematic,22.14
DSP Equity Savings Fund-Reg(G),Growth,DSP Equity Savings Fund-Reg(G),560,EQ,400009,37,796,34871,Open ended scheme,1.37,Abhishek Singh,0.09,494.0,0.0,20.665,2024-08-23,0.0,2016-03-28,9.01,100.0,1553.2701000000002,DSP Mutual Fund,NIFTY 50 Equity Savings Index - TRI,3,2024-07-31,1.4582,5.5683,16.298,9.2111,10.9994,10.407650798739116,Nil,Financials,,,,2,,,Hybrid : Equity Oriented,20.665
Nippon India Nifty Midcap 150 Index Fund-Reg(G),Growth,Nippon India Nifty Midcap 150 Index Fund-Reg(G),349,EQ,400025,18,987,44503,Open ended scheme,0.8,Himanshu Mange,-0.51,51.0,0.0,24.4933,2024-08-23,0.0,2021-02-19,29.08,100.0,1549.143551953,Nippon India Mutual Fund,Nifty Midcap 150 - TRI,3,2024-07-31,3.3621,10.7242,48.7146,28.2674,,26.52282166249976,Nil,Financials,,,,Unrated,,,Equity : Index Funds,24.4933
Kotak Multi Asset Allocator FoF-Dynamic(G),Growth,Kotak Multi Asset Allocator FoF-Dynamic(G),450,NEQ,400019,48,551,1981,Open ended scheme,0.98,Devender Singhal,-0.01,32.95,0.0,220.494,2024-08-23,0.0,2004-08-09,16.68,100.0,1546.8481,Kotak Mahindra Mutual Fund,NIFTY 50 Hybrid Composite Debt 50:50 Index,3,2024-07-31,1.4059,5.6087,30.5262,19.9681,21.7408,18.45640648249114,"Nil upto 8% of units and 1% for remaining units on or before 1Y, Nil after 1Y",-,,,,Unrated,,,FoFs : Domestic,220.522
Baroda BNP Paribas Small Cap Fund-Reg(G),Growth,Baroda BNP Paribas Small Cap Fund-Reg(G),350,EQ,400001,5,187,48146,Open ended scheme,2.05,Shiv Chanani,0.21,56.0,0.0,13.9123,2024-08-23,0.0,2023-10-30,39.12,5000.0,1545.2156,Baroda BNP Paribas Mutual Fund,Nifty Smallcap 250 - TRI,3,2024-07-31,3.0373,10.8267,,,,25.571340891039064,"Nil upto 10% of units and 1% for remaining units on or before 1Y, Nil after 1Y",Financials,,,,Unrated,,,Equity : Small Cap,13.9123
Baroda BNP Paribas Manufacturing Fund-Reg(G),Growth,Baroda BNP Paribas Manufacturing Fund-Reg(G),584,EQ,400001,13,85,48904,Open ended scheme,2.04,Jitendra Sriram,0.21,2.0,0.0,9.982,2024-08-23,0.0,2024-06-28,-0.18,1000.0,1537.8734,Baroda BNP Paribas Mutual Fund,Nifty India Manufacturing - TRI,3,2024-07-31,0.5723,,,,,,"Nil upto 10% of units and 1% for remaining units on or before 1Y, Nil after 1Y",Automobile and Ancillaries,,,,Unrated,,,Equity : Thematic,9.982
PGIM India Small Cap Fund-Reg(G),Growth,PGIM India Small Cap Fund-Reg(G),350,EQ,400044,5,976,45616,Open ended scheme,2.07,Utsav Mehta,0.31,44.0,0.5,16.3,2024-08-23,0.0,2021-07-29,17.24,5000.0,1533.1242000000002,PGIM India Mutual Fund,Nifty Smallcap 250 - TRI,3,2024-07-31,7.2368,16.2625,37.4368,18.9102,,21.460506706408353,"0.50% on or before 90D, Nil after 90D",Financials,,,,Unrated,,,Equity : Small Cap,16.3
SBI Retirement Benefit Fund-Aggressive Hybrid Plan-Reg(G),Growth,SBI Retirement Benefit Fund-Aggressive Hybrid Plan-Reg(G),301,EQ,400027,43,824,30399,Open ended scheme,2.11,Rohit Shimpi,-0.02,0.0,0.0,19.0032,2024-08-23,5.0,2021-02-10,19.92,5000.0,1532.4088000000002,SBI Mutual Fund,CRISIL Hybrid 35+65 - Aggressive Index,3,2024-07-31,1.8272,8.1663,26.7767,18.7215,,15.63555377060551,Nil,Financials,,,,Unrated,,,Hybrid : Solution Oriented,19.0032
Bandhan Bond Fund - Medium Term Plan-Reg(G),Growth,Bandhan Bond Fund - Medium Term Plan-Reg(G),430,NEQ,400028,26,200,1084,Open ended scheme,1.31,Suyash Choudhary,0.0,0.0,0.0,42.7564,2024-08-23,0.0,2003-07-08,7.11,1000.0,1522.8709500179998,Bandhan Mutual Fund,NIFTY Medium Duration Debt Index,1,2024-07-31,0.9117,2.1561,7.5019,4.5642,5.5159,5.076073520123665,Nil,-,,,,3,,,Debt : Medium Duration,42.7564
Mahindra Manulife Liquid Fund-Reg(G),Growth,Mahindra Manulife Liquid Fund-Reg(G),42,NEQ,400054,21,365,35846,Open ended scheme,0.26,Rahul Pal,0.02,0.0,0.007,1602.6882,2024-08-25,0.0,2016-07-04,5.96,1000.0,1516.1979999999999,Mahindra Manulife Mutual Fund,CRISIL Liquid Debt Index,1,2024-07-31,0.5829,1.7706,7.3431,5.9589,5.2536,4.758376925785018,"0.007% for Day 1, 0.0065% on Day 2, 0.0060% on Day 3, 0.0055% on Day 4, 0.0050% on Day 5, 0.0045% on Day 6, NIL on or after 7D",-,,,,5,,,Debt : Liquid,1602.3878
Baroda BNP Paribas Gilt Fund-Reg(G),Growth,Baroda BNP Paribas Gilt Fund-Reg(G),422,NEQ,400001,29,141,497,Open ended scheme,0.45,Prashant Pimple,0.02,0.0,0.0,39.6791,2024-08-23,0.0,2002-03-21,6.33,5000.0,1515.2382,Baroda BNP Paribas Mutual Fund,CRISIL Dynamic Gilt Index,3,2024-07-31,1.3168,2.7687,8.7987,5.4517,5.594,6.674857445498604,Nil,-,,,,Unrated,,,Debt : Gilt,39.6791
Quant Business Cycle Fund-Reg(G),Growth,Quant Business Cycle Fund-Reg(G),312,EQ,400010,13,791,47951,Open ended scheme,2.07,Sandeep Tandon,0.23,411.0,1.0,18.9087,2024-08-23,0.0,2023-05-30,67.46,5000.0,1509.0964999999999,Quant Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,6.4296,13.7714,64.0996,,,34.85600581967564,"1% on or before 15D, Nil after 15D",FMCG,,,,Unrated,,,Equity : Thematic,18.9087
LIC MF Banking & PSU Fund-Reg(G),Growth,LIC MF Banking & PSU Fund-Reg(G),449,NEQ,400020,33,318,2139,Open ended scheme,0.78,Marzban Irani,0.03,0.0,0.0,32.445,2024-08-23,0.0,2007-05-30,7.06,5000.0,1506.8654000000001,LIC Mutual Fund,NIFTY Banking and PSU Debt Index,3,2024-07-31,0.8132,2.0443,7.3655,5.1633,5.6085,5.147001633351484,NIL,-,,,,2,,,Debt : Banking & PSU,32.445
HSBC Balanced Advantage Fund-Reg(G),Growth,HSBC Balanced Advantage Fund-Reg(G),44,EQ,400014,41,350,13019,Open ended scheme,2.11,Neelotpal Sahai,0.04,76.0,1.0,42.2426,2024-08-23,0.0,2011-02-07,11.22,5000.0,1493.7455528100002,HSBC Mutual Fund,CRISIL Short Term Bond Index,3,2024-07-31,1.9124,7.1217,23.0171,11.7408,11.9093,13.583466878905535,"Nil for 10% of units and 1% for remaining units on or before 1Y, Nil after 1Y",Financials,,,,2,,,Hybrid : Dynamic Asset Allocation,42.2426
Bank of India ELSS Tax Saver-Reg(G),Growth,Bank of India ELSS Tax Saver-Reg(G),379,EQ,400034,6,14,7516,Open ended scheme,2.08,Alok Singh,-0.32,84.0,0.0,174.0,2024-08-23,3.0,2009-02-25,20.23,500.0,1484.5615,Bank of India Mutual Fund,BSE 500 - TRI,3,2024-07-31,2.2747,6.6896,51.7133,22.5699,29.4498,26.822157434402342,Nil,Financials,,,,5,,,Equity : Tax Saving (ELSS),174.0
Mahindra Manulife Flexi Cap Fund-Reg(G),Growth,Mahindra Manulife Flexi Cap Fund-Reg(G),312,EQ,400054,50,754,45670,Open ended scheme,2.05,Fatema Pacha,-0.3,90.0,1.0,16.3655,2024-08-23,0.0,2021-08-23,17.83,1000.0,1472.3895000000002,Mahindra Manulife Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,1.4122,9.826,35.3169,17.827,,20.67439922723553,"1% on or before 3M, Nil after 3M",Financials,,,,Unrated,,,Equity : Flexi Cap,16.3655
Bandhan Midcap Fund-Reg(G),Growth,Bandhan Midcap Fund-Reg(G),374,EQ,400028,4,720,45868,Open ended scheme,2.08,Ritu Modi,0.02,45.0,1.0,17.697,2024-08-23,0.0,2022-08-18,32.72,1000.0,1459.12553262213,Bandhan Mutual Fund,BSE 150 MidCap - TRI,3,2024-07-31,5.446,13.7778,49.1404,,,30.894970414201183,"1% on or before 1Y, Nil after 1Y",Automobile and Ancillaries,,,,Unrated,,,Equity : Mid Cap,17.697
Baroda BNP Paribas India Consumption Fund-Reg(G),Growth,Baroda BNP Paribas India Consumption Fund-Reg(G),323,EQ,400001,14,187,17168,Open ended scheme,2.09,Shiv Chanani,-0.14,63.0,1.0,33.2738,2024-08-23,0.0,2018-09-10,22.34,5000.0,1457.8463000000002,Baroda BNP Paribas Mutual Fund,Nifty India Consumption - TRI,3,2024-07-31,4.8691,16.2343,44.2091,22.1761,24.2763,27.721692934845198,"Nil upto 10% of units and 1% for excess units on or before 12M, Nil after 12M",FMCG,,,,4,,,Equity : Thematic - Consumption,33.2738
HSBC Consumption Fund-Reg(G),Growth,HSBC Consumption Fund-Reg(G),323,EQ,400014,14,562,48124,Open ended scheme,2.11,Gautam Bhupal,0.19,4.0,0.0,14.4164,2024-08-23,0.0,2023-08-31,44.16,5000.0,1448.6170127369999,HSBC Mutual Fund,Nifty India Consumption - TRI,3,2024-07-31,6.1825,14.0267,,,,27.958105889140363,"Nil upto 10% of units and 1% for remaining units on or before 1%, Nil after 1Y",FMCG,,,,Unrated,,,Equity : Thematic - Consumption,14.4164
Invesco India Low Duration Fund(G),Growth,Invesco India Low Duration Fund(G),435,NEQ,400021,23,465,2253,Open ended scheme,0.6,Krishna Cheemalapati,0.02,0.0,0.0,3549.7443,2024-08-23,0.0,2007-01-18,7.46,1000.0,1447.4216000000001,Invesco Mutual Fund,NIFTY Low Duration Debt Index,3,2024-07-31,0.6108,1.8377,7.3121,5.5887,5.7922,4.932629286163735,Nil,-,,,,4,,,Debt : Low Duration,3549.7443
Mirae Asset Ultra Short Duration Fund-Reg(G),Growth,Mirae Asset Ultra Short Duration Fund-Reg(G),434,NEQ,400033,22,916,45100,Open ended scheme,0.47,Basant Bafna,0.02,0.0,0.0,1227.6318,2024-08-23,0.0,2020-10-07,5.43,5000.0,1443.9732654810002,Mirae Asset Mutual Fund,NIFTY Ultra Short Duration Debt Index,3,2024-07-31,0.6024,1.8845,7.4807,5.9813,,4.950866467673279,Nil,-,,,,1,,,Debt : Ultra Short Duration,1227.6318
Bandhan Nifty 50 Index Fund-Reg(G),Growth,Bandhan Nifty 50 Index Fund-Reg(G),154,EQ,400028,18,834,9078,Open ended scheme,0.6,Nemish Sheth,0.05,16.0,0.0,53.2062,2024-08-23,0.0,2010-04-30,12.38,1000.0,1443.5525392847799,Bandhan Mutual Fund,NIFTY 50 - TRI,3,2024-07-31,1.5174,8.4111,28.2358,15.2893,18.7778,14.793719012543852,Nil,Financials,,,,4,,,Equity : Index Funds,53.2062
Axis ESG Integration Strategy Fund-Reg(G),Growth,Axis ESG Integration Strategy Fund-Reg(G),427,EQ,400040,13,409,44495,Open ended scheme,2.19,Shreyash Devalkar,0.14,51.0,1.0,22.0,2024-08-23,0.0,2020-02-12,19.0,100.0,1436.6064999999999,Axis Mutual Fund,NIFTY100 ESG - TRI,3,2024-07-31,4.4634,11.2235,36.3073,11.8202,,19.989077007099947,"Nil for 10% of investment and 1% for remaining investment on or before 12M, Nil after 12M",Financials,,,,Unrated,,,Equity : Thematic,21.97
ICICI Pru NASDAQ 100 Index Fund(G),Growth,ICICI Pru NASDAQ 100 Index Fund(G),104,NEQ,400015,19,862,45683,Open ended scheme,0.96,Sharmila Dmello,1.07,9.0,0.0,14.1927,2024-08-23,0.0,2021-10-18,13.08,1000.0,1415.33994831,ICICI Prudential Mutual Fund,Nasdaq-100,5,2024-07-31,0.0924,6.6311,31.1831,,,16.775191477683794,Nil,-,,,,Unrated,,,Equity : International,14.0421
Nippon India Consumption Fund(G),Growth,Nippon India Consumption Fund(G),323,EQ,400025,14,677,2644,Open ended scheme,2.14,Amar Kalkundrikar,-0.09,44.0,1.0,209.0996,2024-08-23,0.0,2004-09-30,16.5,5000.0,1410.642528915,Nippon India Mutual Fund,Nifty India Consumption - TRI,3,2024-07-31,3.4668,12.9723,42.6447,25.7586,27.8951,28.338731426600365,"1% on or before 1M, Nil after 1M",FMCG,,,,5,,,Equity : Thematic - Consumption,209.0996
Sundaram Fin Serv Opp Fund(G),Growth,Sundaram Fin Serv Opp Fund(G),330,EQ,400029,8,628,5144,Open ended scheme,2.11,Rohit Seksaria,-0.07,73.0,0.5,98.3311,2024-08-23,0.0,2008-06-10,15.14,100.0,1409.46365486171,Sundaram Mutual Fund,Nifty Financial Services - TRI,3,2024-07-31,0.282,6.3395,30.0876,19.7637,19.6,11.960881877068717,"0.50% on or before 30D, Nil after 30D",Financials,,,,4,,,Equity : Sectoral - Financial Services,98.3311
DSP Multicap Fund-Reg(G),Growth,DSP Multicap Fund-Reg(G),534,EQ,400009,3,733,48040,Open ended scheme,2.08,Chirag Dagli,-0.07,5.0,1.0,12.52,2024-08-23,0.0,2024-01-30,25.2,100.0,1404.0323,DSP Mutual Fund,Nifty500 Multicap 50:25:25 - TRI,3,2024-07-31,4.8225,12.3878,,,,,"1% on or before 12M, Nil after 12M",Financials,,,,Unrated,,,Equity : Multi Cap,12.52
Kotak Nifty PSU Bank ETF,Growth,Kotak Nifty PSU Bank ETF,321,EQ,400019,44,551,3723,Open ended scheme,0.49,Devender Singhal,-0.6,74.11,0.0,700.9272,2024-08-23,0.0,2007-11-08,6.13,10000.0,1402.9993,Kotak Mahindra Mutual Fund,NIFTY PSU BANK - TRI,3,2024-07-31,-2.8159,-4.6809,51.9927,47.3052,24.0815,23.333399176811355,NIL,Financials,,,,Unrated,,,Equity : ETFs,700.9272
Aditya Birla SL Regular Savings Fund(G),Growth,Aditya Birla SL Regular Savings Fund(G),302,NEQ,400004,40,593,422,Open ended scheme,1.92,Dhaval Shah,0.08,128.0,1.0,62.473,2024-08-23,0.0,2004-05-22,9.46,500.0,1400.9191,Aditya Birla Sun Life Mutual Fund,CRISIL Hybrid 85+15 - Conservative Index,5,2024-07-31,1.1961,4.091,12.1692,8.7843,9.8793,8.015630132959863,"1% on or before 90D, Nil after 90D",Financials,,,,3,,,Hybrid : Debt Oriented (Conservative),62.473
Sundaram ELSS Tax Saver Fund-Reg(G),Growth,Sundaram ELSS Tax Saver Fund-Reg(G),312,EQ,400029,6,607,2433,Open ended scheme,2.2,Sudhir Kedia,0.08,23.0,0.0,502.6773,2024-08-23,3.0,1996-03-31,16.45,500.0,1394.64861412358,Sundaram Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,2.2925,7.737,31.7799,18.8349,21.865,18.650206510833762,Nil,Financials,,,,4,,,Equity : Tax Saving (ELSS),502.6773
ICICI Pru Exports & Services Fund(G),Growth,ICICI Pru Exports & Services Fund(G),379,EQ,400015,13,182,1680,Open ended scheme,2.27,Sankaran Naren,0.11,129.0,1.0,158.58,2024-08-23,0.0,2005-11-30,15.89,5000.0,1381.927249898,ICICI Prudential Mutual Fund,BSE 500 - TRI,3,2024-07-31,2.9807,11.0193,42.4414,22.8321,24.3837,25.812087999364625,"1% on or before 15D, Nil after 15D",Financials,,,,3,,,Equity : Thematic,158.41
WOC Large & Mid Cap Fund-Reg(G),Growth,WOC Large & Mid Cap Fund-Reg(G),376,EQ,400055,2,864,48333,Open ended scheme,2.06,Ramesh Mantri,-0.13,,1.0,12.613,2024-08-23,0.0,2023-12-22,26.13,500.0,1378.8604999999998,WhiteOak Capital Mutual Fund,BSE 250 LargeMidCap Index - TRI,3,2024-07-31,3.326,10.35,,,,24.22929183492563,"1% on or before 1M, Nil after 1M",Financials,,,,Unrated,,,Equity : Large & Mid Cap,12.613
Baroda BNP Paribas Large & Mid Cap Fund-Reg(G),Growth,Baroda BNP Paribas Large & Mid Cap Fund-Reg(G),376,EQ,400001,2,174,44222,Open ended scheme,2.14,Sanjay Chawla,-0.06,95.0,1.0,27.9236,2024-08-23,0.0,2020-09-04,29.52,5000.0,1374.8226000000002,Baroda BNP Paribas Mutual Fund,BSE 250 LargeMidCap Index - TRI,3,2024-07-31,4.847,11.4461,48.3893,23.5156,,29.327417397667592,"Nil upto 10% of units and 1% for remaining units on or before 365D, Nil after 365D",Financials,,,,Unrated,,,Equity : Large & Mid Cap,27.9236
Union Midcap Fund-Reg(G),Growth,Union Midcap Fund-Reg(G),374,EQ,400045,4,589,44313,Open ended scheme,2.08,Hardick Bora,-0.46,227.0,1.0,47.61,2024-08-23,0.0,2020-03-23,42.32,1000.0,1372.0554000000002,Union Mutual Fund,BSE 150 MidCap - TRI,3,2024-07-31,4.0883,12.2348,44.4917,23.7793,,28.745267712276917,"1% on or before 15D, Nil after 15D",Automobile and Ancillaries,,,,Unrated,,,Equity : Mid Cap,47.61
Baroda BNP Paribas Flexi Cap Fund-Reg(G),Growth,Baroda BNP Paribas Flexi Cap Fund-Reg(G),312,EQ,400001,50,174,46699,Open ended scheme,2.15,Sanjay Chawla,0.06,82.0,0.0,15.9107,2024-08-23,0.0,2022-08-17,25.86,5000.0,1369.1129,Baroda BNP Paribas Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,3.9127,9.4384,41.7396,,,24.19949104647713,"Nil upto 10% of units and 1% for remaining units on or before 12M, Nil after 12M",Financials,,,,Unrated,,,Equity : Flexi Cap,15.9107
UTI Floater Fund-Reg(G),Growth,UTI Floater Fund-Reg(G),435,NEQ,400032,32,366,39630,Open ended scheme,0.84,Sudhir Agarwal,0.01,0.0,0.0,1405.4986,2024-08-23,0.0,2018-10-30,6.02,500.0,1367.6884,UTI Mutual Fund,NIFTY Low Duration Debt Index,3,2024-07-31,0.5669,1.6891,6.8803,5.3019,5.5611,4.579624832964468,Nil,-,,,,3,,,Debt : Floater,1405.4986
ITI Multi-Cap Fund-Reg(G),Growth,ITI Multi-Cap Fund-Reg(G),534,EQ,400056,3,67,43408,Open ended scheme,2.08,Dhimant Shah,-0.25,94.0,1.0,24.5903,2024-08-23,0.0,2019-05-15,18.58,1000.0,1364.4210999999998,ITI Mutual Fund,Nifty500 Multicap 50:25:25 - TRI,3,2024-07-31,2.9628,9.1316,49.0918,21.8353,20.0202,25.888478196320143,"1% on or before 3M, Nil after 3M",Financials,,,,Unrated,,,Equity : Multi Cap,24.5903
ICICI Pru Child Care Fund-Gift Plan,Growth,ICICI Pru Child Care Fund-Gift Plan,370,EQ,400015,43,696,1489,Open ended scheme,2.19,Lalit Kumar,0.1,31.0,0.0,315.6,2024-08-23,0.0,2001-08-31,16.2,5000.0,1364.2424474686,ICICI Prudential Mutual Fund,NIFTY 50 Hybrid Composite Debt 65:35 Index,3,2024-07-31,2.9354,6.052,38.988,19.4873,18.7081,20.527019285850674,Nil,Construction,,,,3,,,Hybrid : Solution Oriented,315.6
Mahindra Manulife Aggressive Hybrid Fund-Reg(G),Growth,Mahindra Manulife Aggressive Hybrid Fund-Reg(G),301,EQ,400054,37,754,43978,Open ended scheme,2.08,Fatema Pacha,-0.04,90.0,0.0,26.5733,2024-08-23,0.0,2019-07-19,21.12,1000.0,1363.6007,Mahindra Manulife Mutual Fund,CRISIL Hybrid 35+65 - Aggressive Index,3,2024-07-31,2.9638,10.7198,36.11,18.7093,21.6228,23.151679743438827,"Nil upto 10% of units and 1% for remaining units on or before 3M, Nil after 3M",Financials,,,,Unrated,,,Hybrid : Equity Oriented,26.5733
Motilal Oswal Nifty Microcap 250 Index Fund-Reg(G),Growth,Motilal Oswal Nifty Microcap 250 Index Fund-Reg(G),558,EQ,400042,18,549,41176,Open ended scheme,1.08,Swapnil P Mayekar,0.05,,1.0,18.5164,2024-08-23,0.0,2023-07-05,71.92,500.0,1345.1529,Motilal Oswal Mutual Fund,Nifty Microcap 250 - TRI,3,2024-07-31,6.9879,18.4473,62.1131,,,33.778384665958626,"1% on or before 15D, Nil after 15D",Capital Goods,,,,Unrated,,,Equity : Index Funds,18.5164
PGIM India Global Equity Opp Fund(G),Growth,PGIM India Global Equity Opp Fund(G),262,NEQ,400044,49,1017,8812,Open ended scheme,2.38,Chetan Gindodia,0.64,187.0,0.5,42.61,2024-08-23,0.0,2010-05-13,10.68,5000.0,1344.5918,PGIM India Mutual Fund,MSCI AC World Index,5,2024-07-31,3.0222,6.0742,32.8242,4.4762,17.4237,21.59678345778289,"0.50% on or before 90D, Nil after 90D",-,,,,Unrated,,,FoFs : Overseas,42.34
Bank of India Small Cap Fund-Reg(G),Growth,Bank of India Small Cap Fund-Reg(G),350,EQ,400034,5,705,41323,Open ended scheme,2.08,Dhruv Bhatia,0.47,63.0,1.0,49.45,2024-08-23,0.0,2018-12-19,32.48,5000.0,1341.0451,Bank of India Mutual Fund,Nifty Smallcap 250 - TRI,3,2024-07-31,7.5234,18.3581,54.9671,29.2989,39.6297,31.097560975609767,"Nil upto 10% of units and 1% for excess units on or before 1Y, Nil after 1Y",Automobile and Ancillaries,,,,5,,,Equity : Small Cap,49.45
HDFC NIFTY50 Equal Weight Index Fund-Reg(G),Growth,HDFC NIFTY50 Equal Weight Index Fund-Reg(G),359,EQ,400013,18,919,45708,Open ended scheme,0.86,Nirman Morakhia,0.03,20.27,0.0,17.6133,2024-08-23,0.0,2021-08-20,20.68,100.0,1340.47,HDFC Mutual Fund,NIFTY50 Equal Weight - TRI,3,2024-07-31,2.9903,9.5736,39.4439,20.8175,,19.56540923624169,NIL,Financials,,,,Unrated,,,Equity : Index Funds,17.6133
Quant Dynamic Asset Allocation Fund-Reg(G),Growth,Quant Dynamic Asset Allocation Fund-Reg(G),415,EQ,400010,41,791,47895,Open ended scheme,2.1,Sandeep Tandon,0.03,549.0,1.0,17.5152,2024-08-23,0.0,2023-04-12,50.68,5000.0,1334.2477,Quant Mutual Fund,CRISIL Hybrid 50+50 - Moderate Index,3,2024-07-31,2.108,7.8091,57.4442,,,31.457992464612193,"1% on or before 15D, Nil after 15D",Financials,,,,Unrated,,,Hybrid : Dynamic Asset Allocation,17.5152
Sundaram Business Cycle Fund-Reg(G),Growth,Sundaram Business Cycle Fund-Reg(G),312,EQ,400029,13,581,35200,Open ended scheme,2.08,Ratish Varier,0.22,,1.0,10.5404,2024-08-23,0.0,2024-06-25,5.4,100.0,1331.04591781007,Sundaram Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,5.116,,,,,,"1% on or before 365D, Nil after 365D",FMCG,,,,Unrated,,,Equity : Thematic,10.5404
Franklin India Dynamic Asset Allocation FOFs(G),Growth,Franklin India Dynamic Asset Allocation FOFs(G),415,NEQ,400012,48,815,1001,Open ended scheme,1.3,Rajasa Kakulavarapu,-0.07,74.54,1.0,158.4335,2024-08-23,0.0,2003-10-31,14.18,5000.0,1330.494393155,Franklin Templeton Mutual Fund,CRISIL Hybrid 50+50 - Moderate Index,3,2024-07-31,1.5442,5.8628,24.5485,16.135,13.8524,12.306565423655817,Nil for 10% of units on or before 1Y and For remaining investment 1% on or before 1Y and Nil after 1Y,-,,,,Unrated,,,FoFs : Domestic,158.5379
Motilal Oswal Multi Cap Fund-Reg(G),Growth,Motilal Oswal Multi Cap Fund-Reg(G),534,EQ,400042,3,627,48489,Open ended scheme,2.13,Ajay Khandelwal,-0.24,50.0,1.0,11.6362,2024-08-23,0.0,2024-06-18,16.36,500.0,1326.4192,Motilal Oswal Mutual Fund,Nifty500 Multicap 50:25:25 - TRI,3,2024-07-31,8.3465,,,,,,"1% on or before 1Y, Nil after 1Y",Capital Goods,,,,Unrated,,,Equity : Multi Cap,11.6362
HDFC Transportation and Logistics Fund-Reg(G),Growth,HDFC Transportation and Logistics Fund-Reg(G),632,EQ,400013,9,875,48114,Open ended scheme,2.18,Priya Ranjan,0.53,,1.0,16.569,2024-08-23,0.0,2023-08-17,64.12,100.0,1303.2269999999999,HDFC Mutual Fund,Nifty Transportation & Logistics - TRI,3,2024-07-31,3.9135,10.7924,64.6854,,,42.284242164018885,"1% on or before 30D, Nil after 30D",Automobile and Ancillaries,,,,Unrated,,,Equity : Sectoral - Auto,16.569
Baroda BNP Paribas Ultra Short Duration Fund-Reg(G),Growth,Baroda BNP Paribas Ultra Short Duration Fund-Reg(G),367,NEQ,400001,22,527,39448,Open ended scheme,0.48,Vikram Pamnani,0.02,0.0,0.0,1448.9205,2024-08-23,0.0,2018-06-01,6.13,5000.0,1302.25,Baroda BNP Paribas Mutual Fund,CRISIL Ultra Short Term Debt Index,3,2024-07-31,0.5768,1.8204,7.3345,6.0695,5.601,4.831393436152831,Nil,-,,,,3,,,Debt : Ultra Short Duration,1448.9205
LIC MF Multi Cap Fund-Reg(G),Growth,LIC MF Multi Cap Fund-Reg(G),534,EQ,400020,3,817,46624,Open ended scheme,2.08,Dikshit Mittal,0.18,55.0,0.0,17.2371,2024-08-23,0.0,2022-10-31,35.01,5000.0,1290.1558,LIC Mutual Fund,Nifty500 Multicap 50:25:25 - TRI,3,2024-07-31,4.6938,15.5588,50.4241,,,33.22744452431192,"Nil upto 12% of units and 1% for remaining units on or before 12M, Nil after 12M",Financials,,,,Unrated,,,Equity : Multi Cap,17.2371
Axis Multi Asset Allocation Fund-Reg(G),Growth,Axis Multi Asset Allocation Fund-Reg(G),312,EQ,400040,42,966,8583,Open ended scheme,2.1,Jayesh Sundar,-0.17,0.0,1.0,38.7548,2024-08-23,0.0,2010-08-23,10.15,100.0,1288.7009,Axis Mutual Fund,NIFTY 500 - TRI,3,2024-07-31,2.7254,8.0716,26.0479,10.0777,14.9581,16.896106559849443,"Nil on or before 12M for 10% of Investment and 1% for remaining investments, Nil after 12M",Financials,,,,Unrated,,,Hybrid : Multi Asset Allocation,38.7548
