s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
PGIM India Liquid Fund(G),Debt : Liquid,818,7.01,4.8,3.26,4.18,6.73,7.44,6.71,7.68,8.39,9.05,9,18,12,12,4,4,6,8,7,20,0.58,0.57,0.6,0.56,0.59,0.63,0.63,0.56,0.6,0.6,18,25,17,22,26,1,27,31,26,24,1.77,1.79,1.81,1.74,1.71,1.71,1.67,1.59,1.27,0.99,20,9,29,18,11,7,9,21,17,15,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.58,0.57,0.59,0.56,0.59,0.6,0.63,0.58,0.59,0.6,1.75,1.76,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,37,35,35,35,35,36,36,37,37,37,37
Mirae Asset Gold ETF,Gold : ETFs,47117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.55,3.68,-3.45,-0.78,0.79,6.37,7.95,-0.9,-0.57,0.76,21,11,8,8,15,23,9,5,2,7,4.66,6.37,6.37,8.96,-0.4,-2.89,-,-,-,-,9,21,5,8,10,3,-,-,-,-,8.84,14.1,-4.48,26.24,22.94,7.02,2.74,10.47,-8.04,0.29,4.86,3.23,-4.28,-2.48,6.59,6.79,7.57,-1.84,-1.25,-1.17,3.63,10.86,4.27,6.31,1.23,-3.54,4.89,15.3,-1.8,-4.62,-,-,-,-,-,-,-,-,-,-,29,29,28,28,28,28,28,27,25,24,-,-,-,-,19,22,22,25,28,28
Bandhan CRISIL IBX 90:10 SDL Plus Gilt - April 2032 Index Fund-Reg(G),Debt : Long Duration,46814,7.34,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,1.12,1.14,0.96,0.65,1.24,-0.1,0.72,1.72,0.57,1.14,22,8,9,17,21,5,13,6,19,16,3.25,1.8,3.04,1.03,1.45,3.12,1.55,-,-,-,21,16,14,15,2,4,9,-,-,-,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,1.45,1.06,0.91,0.84,1.7,-0.57,0.78,1.48,1.09,1.31,3.46,1.97,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,11,-,-,-,-,-,-,-,-,-,24,24,24,24,24,24,21,21,21,20,-,-,-,11,19,19,19,21,24,24
Nippon India Silver ETF FOF-Reg(G),FoFs : Domestic,46198,6.84,-,-,-,-,-,-,-,-,-,48,-,-,-,-,-,-,-,-,-,5.92,1.44,-4.76,-5.22,15.24,8.41,6,-3.3,-2.26,-3.29,3,21,53,57,2,3,5,55,50,53,2.33,18.41,0.19,2.16,4.29,-4.46,4.97,19.57,-5.07,-11.08,53,4,52,43,24,51,3,1,47,42,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.08,1.28,2.03,3.01,2.24,2.93,1.73,1.03,1.17,3.84,5.41,8.25,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,52,-,-,-,-,-,-,-,-,-,60,59,57,57,56,56,55,55,53,53,46,47,49,52,52,53,53,53,56,57
DSP Bond Fund-Reg(G),Debt : Medium Duration,637,7.04,2.9,3.43,9.97,3,3.63,5,12.86,6.05,14.02,4,6,10,6,10,13,13,2,10,3,0.94,0.71,0.9,0.55,0.77,0.25,0.66,0.75,0.51,0.89,10,13,8,22,20,15,9,9,29,11,2.57,1.58,1.94,1.88,1.34,2.2,1.45,1.88,1.36,-1.06,7,23,17,9,11,6,21,4,12,5,6.77,4,5.17,6.23,5.1,5.27,6.36,11.17,7.61,13.13,0.81,0.69,0.84,0.61,0.84,0.27,0.62,0.7,0.66,0.84,2.35,1.73,1.99,1.77,1.24,1.98,1.63,1.71,2.25,-1.39,23,15,14,13,13,13,13,13,11,8,30,30,30,30,30,30,30,30,30,30,19,19,21,23,30,30,30,30,30,30
Tata BSE Sensex Index Fund-Reg(G),Equity : Index Funds,3249,19.5,5.17,21.43,15.59,14.94,6.72,28.14,2.48,-4.94,29.42,80,12,32,12,2,1,15,16,17,16,2.29,0.91,3.45,7,-0.37,1.08,1.52,1.11,-0.7,7.77,43,69,111,45,91,100,42,74,98,74,6.79,7.75,1.93,9.77,1.94,10.16,-3.05,5.98,8.37,-8.95,95,92,85,91,90,83,12,11,63,12,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,86,52,34,30,21,20,18,18,18,18,136,131,125,124,120,115,113,107,105,103,67,68,78,86,86,95,101,105,115,125
Aditya Birla SL Gold Fund(G),Gold : MFs,16220,14.48,12.31,-5.04,26.05,21.34,6.83,1.59,11.51,-7.22,-9.41,5,8,4,9,10,4,6,3,3,4,4.72,3.34,-3.07,-0.71,0.07,8.04,7.09,-0.99,-1.24,0.98,11,6,3,6,15,4,11,8,13,5,4.9,7.35,4.71,8.85,0.23,-3.12,8.3,8.64,-1.35,-1.32,4,9,12,5,5,2,11,4,4,9,12.95,12.43,-5.14,26.54,22.35,6.8,1.86,11.36,-8.71,-8.88,4.95,2.98,-3.71,-1.48,3.32,7.78,7.01,-1.38,-1.15,0.09,4.06,9.65,4.34,7.42,0.72,-3.62,8.13,9.27,-1.4,-0.84,14,10,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,16,16,10,10,11,14,15,15,15,16,16,16
LIC MF Small Cap Fund(G),Equity : Small Cap,36914,33.4,2.42,64.69,18.96,-4.43,-14.96,-,-,-,-,21,10,10,17,11,5,-,-,-,-,1.18,2.44,4.04,11.15,4.24,9.54,-3.19,-0.38,6.02,4.13,23,11,19,2,1,4,24,10,4,14,7.83,26.92,2.24,10.36,7.74,17.09,-4.18,-1.89,17.18,-9.75,17,1,9,16,23,14,14,21,5,13,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,19,17,14,-,-,-,-,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
SBI FMP-44-1855D-Reg(G),Debt : FTP/FMP,45552,7.02,2.31,-,-,-,-,-,-,-,-,37,31,-,-,-,-,-,-,-,-,0.69,0.69,0.83,0.7,0.72,0.47,0.62,0.7,0.61,0.89,63,25,41,31,39,41,38,33,69,36,2.23,1.89,1.94,1.9,1.3,1.83,1.8,2.06,1.59,-2.16,35,37,34,36,44,64,16,17,27,33,7.03,3.18,3.63,5.76,5.69,7.5,6.56,7.47,8.13,9.06,0.68,0.64,0.81,0.64,0.74,0.45,0.62,0.65,0.66,0.85,2.15,1.83,1.94,1.85,1.35,1.98,1.7,1.93,1.63,-1.35,69,40,-,-,-,-,-,-,-,-,94,94,94,94,94,94,92,92,92,91,49,49,56,69,90,90,91,92,94,94
SBI LT Advantage Fund-V-Reg(G),Equity : Tax Saving (ELSS),38291,16.64,2.03,34.44,14.18,13.8,-,-,-,-,-,57,33,26,35,8,-,-,-,-,-,2.92,3.33,8.46,8.17,1.95,6.79,2.77,2.39,1.05,5.37,8,2,1,20,9,11,3,15,44,46,15.35,17.77,6.33,6.88,1.86,13.06,-5.23,2.41,9.7,-9.3,1,8,14,58,58,26,48,36,46,26,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,-,-,-,-,-,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund-Reg(G),Debt : Long Duration,47476,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.37,0.97,1.06,0.66,1.34,-0.11,0.71,1.27,0.79,1.24,15,18,5,16,18,6,14,14,14,12,3.44,1.9,2.8,1.41,1.16,2.99,-,-,-,-,15,14,16,12,8,7,-,-,-,-,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,1.45,1.06,0.91,0.84,1.7,-0.57,0.78,1.48,1.09,1.31,3.46,1.97,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,-,-,-,-,-,-,-,-,-,-,24,24,24,24,24,24,21,21,21,20,-,-,-,-,19,19,19,21,24,24
ITI Large Cap Fund-Reg(G),Equity : Large Cap,44400,23.94,-0.24,21.42,-,-,-,-,-,-,-,16,26,26,-,-,-,-,-,-,-,0.62,-0.55,3.86,4.86,0.1,4.64,1.74,2.99,2.17,8.59,35,36,30,34,26,2,17,10,12,8,3.92,9.84,7.06,13.04,3.31,11.43,-4.75,6.01,9.66,-9.89,36,20,11,7,25,22,26,4,16,24,24.08,2.41,25.87,14.65,10.95,-2.17,31.3,4.13,1.2,42.67,1.96,1.32,4.37,6.61,0.4,2.75,1.66,2.35,1.6,7.39,7.8,9.98,5.75,11.23,4.22,11.7,-4.18,4.22,9.98,-9.32,36,34,33,-,-,-,-,-,-,-,38,37,37,37,37,37,37,36,36,36,34,34,35,36,36,36,36,36,37,37
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,Equity : ETFs,48496,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.67,-0.56,5.82,9.78,-2.04,10.77,-3.63,-,-,-,140,144,53,12,142,1,135,-,-,-,4.53,19.12,-,-,-,-,-,-,-,-,128,7,-,-,-,-,-,-,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-,-,-,-,-,-,-,-,-,-,161,157,154,151,149,149,147,-,-,-,-,-,-,-,-,-,-,-,149,154
Nippon India Income Fund(G),Debt : Medium to Long Duration,2580,6.85,3.33,1.25,10.54,11.44,6.15,2.44,13.84,5.12,14.81,21,2,11,5,2,1,7,5,8,5,1.24,0.88,0.98,0.56,1.49,-0.47,0.67,1.01,0.79,1.19,4,4,21,48,1,52,7,3,3,8,3.14,1.58,2.49,1.79,0.86,2.42,1.61,1.75,2.75,-1.24,4,49,3,33,46,5,29,18,1,5,6.93,2.52,2.89,9.81,7.2,4.9,3,12.64,5.58,14.3,0.89,0.76,0.97,0.67,1,0.16,0.6,0.72,0.7,1.05,2.64,1.84,2.04,1.85,1.1,2.07,1.8,1.81,1.7,-1.63,38,15,11,11,11,11,11,11,11,11,52,52,52,52,52,52,52,52,52,52,26,26,26,38,52,52,52,52,52,52
ICICI Pru Nifty FMCG ETF,Equity : ETFs,45651,30.48,19.78,-,-,-,-,-,-,-,-,45,16,-,-,-,-,-,-,-,-,3.91,1.65,9.41,5.66,-0.13,0.53,-0.11,-1.44,-3.38,7.47,13,45,18,128,88,123,113,140,123,105,15.56,6.08,-4.88,10.73,-1.15,14.09,4.48,-0.3,17.78,4.92,19,120,135,93,124,45,4,88,7,4,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,122,93,-,-,-,-,-,-,-,-,161,157,154,151,149,149,147,145,141,141,103,103,117,122,129,129,138,141,149,154
Bank of India Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,48027,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.99,0.91,0.52,3.13,1.04,3.51,0.98,-,-,-,22,17,25,19,12,5,19,-,-,-,2.45,7.86,-,-,-,-,-,-,-,-,23,13,-,-,-,-,-,-,-,-,21.32,5.47,22.74,16.54,9.66,0.29,16,8.26,2.67,22.92,1.89,1.3,2.35,3.54,1.06,3.02,1.62,1.48,1.65,4.44,5.64,7.8,4.96,8.51,4.09,7.59,-0.97,4.17,6.96,-6.15,-,-,-,-,-,-,-,-,-,-,25,25,25,24,24,24,22,-,-,-,-,-,-,-,-,-,-,-,24,25
Bandhan G-Sec-Constant Maturity Plan-Reg(G),Debt : Gilt (10 Yr Constant Duration),1079,7.41,0.71,1.79,13.23,14.15,11.75,6.24,10.06,8.99,12.64,5,3,3,2,1,1,1,4,2,1,1.4,0.99,1.14,0.69,1.62,-0.46,0.81,1.09,0.95,1.41,1,2,3,1,4,5,1,1,1,1,3.56,1.85,2.88,2,0.72,2.75,1.75,2.07,1.92,-2.55,1,1,1,1,6,3,6,3,2,3,7.52,0.85,1.91,12.56,12.4,9.32,4.3,13.62,7.91,12.63,1.36,0.96,1.12,0.49,1.66,-0.43,0.74,1.03,0.8,1.28,3.48,1.71,2.59,1.93,0.79,2.81,1.8,2.09,1.89,-2.41,6,4,4,4,4,4,4,4,4,2,6,6,6,6,6,6,6,6,6,6,4,4,5,6,6,6,6,6,6,6
Mirae Asset Short Duration Fund-Reg(G),Debt : Short Duration,38870,6.32,3.07,3.11,8.56,9.38,-,-,-,-,-,18,12,12,16,7,-,-,-,-,-,0.8,0.67,0.85,0.53,0.81,0.25,0.65,0.69,0.59,0.74,18,7,17,14,13,15,12,6,16,16,2.34,1.6,1.94,1.47,1.33,1.85,1.54,1.41,1.22,-0.38,18,14,9,24,13,16,14,22,9,11,6.61,4.41,3.99,8.31,6.48,6.03,6.11,9.53,8.17,10.24,0.8,0.62,0.83,0.51,0.76,0.27,0.61,0.63,0.58,0.75,2.26,1.56,1.84,1.61,1.34,1.89,1.61,1.84,1.21,-0.47,24,23,21,21,20,-,-,-,-,-,26,26,26,26,26,26,25,25,25,25,23,23,24,24,25,25,25,25,26,26
Kotak Nifty Next 50 Index Fund-Reg(G),Equity : Index Funds,44443,26.07,0.67,-,-,-,-,-,-,-,-,48,36,-,-,-,-,-,-,-,-,2.3,0.72,4.57,5.93,3.99,6.96,2.75,6.71,3.57,10.99,36,82,59,96,27,28,11,9,47,13,7.75,17.82,13.56,18.36,2.9,15.56,-10.43,-0.56,16.6,-11.08,31,27,10,13,57,30,79,66,3,48,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,86,52,-,-,-,-,-,-,-,-,136,131,125,124,120,115,113,107,105,103,67,68,78,86,86,95,101,105,115,125
HDFC NIFTY100 Low Volatility 30 Index Fund-Reg(G),Equity : Index Funds,48653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.57,2.37,-,-,-,-,-,-,-,-,7,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,-,-,-,-,-,-,-,-,-,-,136,131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Canara Rob Short Duration Fund-Reg(G),Debt : Short Duration,12382,6.24,2.88,2.82,8.95,8.56,5.66,7.04,8.95,5.28,8.65,19,17,16,15,14,16,3,14,19,18,0.8,0.63,0.77,0.47,0.8,0.27,0.63,0.61,0.57,0.69,20,19,24,24,15,12,16,17,22,24,2.21,1.55,1.82,1.54,1.31,1.79,1.46,1.49,1,-0.41,24,20,17,23,15,18,22,17,19,13,6.61,4.41,3.99,8.31,6.48,6.03,6.11,9.53,8.17,10.24,0.8,0.62,0.83,0.51,0.76,0.27,0.61,0.63,0.58,0.75,2.26,1.56,1.84,1.61,1.34,1.89,1.61,1.84,1.21,-0.47,24,23,21,21,20,19,19,19,19,19,26,26,26,26,26,26,25,25,25,25,23,23,24,24,25,25,25,25,26,26
LIC MF Nifty 50 Index Fund(G),Equity : Index Funds,2129,19.83,4.65,23.82,14.69,12.61,2.57,28.57,2.68,-4.1,31.07,77,25,27,22,11,16,12,14,13,11,2.19,1.27,3.88,6.63,-0.06,1.16,1.47,1.23,-0.07,7.84,76,51,102,77,80,92,60,67,93,64,7.51,7.8,2.65,10.56,2.3,10.66,-4.26,5.89,8.42,-9.33,66,88,74,83,84,73,36,23,61,33,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,86,52,34,30,21,20,18,18,18,18,136,131,125,124,120,115,113,107,105,103,67,68,78,86,86,95,101,105,115,125
Kotak Nifty 200 Momentum 30 Index Fund-Reg(G),Equity : Index Funds,47977,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.26,0.46,4.87,4.05,4.81,5.65,2.65,3.32,5.92,8.6,101,94,48,117,7,49,20,26,20,31,6.68,15.23,12.34,16.94,8.74,-,-,-,-,-,98,45,21,25,27,-,-,-,-,-,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,-,-,-,-,-,-,-,-,-,-,136,131,125,124,120,115,113,107,105,103,-,-,-,-,-,95,101,105,115,125
Quant Consumption Fund-Reg(G),Equity : Thematic - Consumption,48342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.68,-1.94,9.02,5.71,-0.47,-0.04,-1.92,5.86,-,-,17,17,1,15,12,17,17,1,-,-,8.7,5.19,-,-,-,-,-,-,-,-,17,17,-,-,-,-,-,-,-,-,28.96,7.23,26.79,16.12,5.59,-2.83,43.11,4.95,4.52,41.82,4.33,2.97,6.36,7.28,0.18,3.97,1.14,1.37,0.35,4.94,14.26,11.75,2.8,10.78,5.03,15.05,-3.57,-1.56,16.06,-4.65,-,-,-,-,-,-,-,-,-,-,17,17,17,17,17,17,17,17,-,-,-,-,-,-,-,-,-,-,17,17
Sundaram Low Duration Fund(G),Debt : Low Duration,2343,6.48,4.15,3.38,6.02,-11.57,6.41,7.31,8.64,8.18,8.39,20,7,14,20,19,20,2,6,13,17,0.82,0.53,0.67,0.52,0.56,0.56,0.63,0.55,0.56,0.54,1,18,15,18,17,10,20,20,15,17,2.04,1.65,1.76,1.58,1.48,1.66,1.62,1.49,1.13,0.59,2,18,19,10,20,20,13,10,14,2,6.84,4.08,3.74,8.13,4.75,7.06,6.75,8.53,8.34,9,0.64,0.55,0.69,0.55,0.59,0.57,0.68,0.6,0.58,0.57,1.89,1.72,1.87,1.57,1.64,1.82,1.64,1.47,1.27,0.35,20,20,20,20,20,20,19,19,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Aditya Birla SL CRISIL IBX Gilt - April 2026 Index Fund-Reg(G),Debt : Medium Duration,46891,7.02,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,0.69,0.58,0.77,0.67,0.74,0.36,0.53,0.51,0.71,0.93,22,27,23,8,24,11,27,26,4,9,2.05,1.77,1.76,2.08,1.16,1.94,1.66,-,-,-,25,16,26,5,21,15,12,-,-,-,6.77,4,5.17,6.23,5.1,5.27,6.36,11.17,7.61,13.13,0.81,0.69,0.84,0.61,0.84,0.27,0.62,0.7,0.66,0.84,2.35,1.73,1.99,1.77,1.24,1.98,1.63,1.71,2.25,-1.39,23,-,-,-,-,-,-,-,-,-,30,30,30,30,30,30,30,30,30,30,-,-,-,23,30,30,30,30,30,30
TRUSTMF Overnight Fund-Reg(G),Debt : Overnight,45719,6.66,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,0.52,0.53,0.54,0.53,0.56,0.52,0.55,0.51,0.56,0.56,15,22,13,14,2,29,24,28,21,26,1.6,1.62,1.63,1.7,1.61,1.62,1.57,1.47,1.26,0.98,18,8,26,3,25,4,2,26,10,7,6.6,4.61,3.11,3.33,5.6,6.06,5.58,7.37,7.72,8.45,0.52,0.53,0.53,0.53,0.55,0.53,0.55,0.51,0.56,0.56,1.59,1.61,1.64,1.68,1.62,1.59,1.54,1.48,1.26,0.98,31,-,-,-,-,-,-,-,-,-,35,35,35,35,35,35,35,35,35,35,28,28,29,31,32,32,34,35,35,35
HDFC NIFTY Private Bank ETF,Equity : ETFs,46045,14.46,-,-,-,-,-,-,-,-,-,108,-,-,-,-,-,-,-,-,-,3.1,0.18,-1.37,7.73,-0.95,4.15,1.93,-2.09,-5.16,7.5,37,122,140,38,124,59,43,144,136,99,1.88,11.13,-5.35,7.64,1.06,11.59,-5.7,-,-,-,132,60,140,134,111,66,95,-,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,122,-,-,-,-,-,-,-,-,-,161,157,154,151,149,149,147,145,141,141,-,-,-,122,129,129,138,141,149,154
LIC MF Midcap Fund(G),Equity : Mid Cap,36348,35.86,-4.09,36.57,24.32,-2.54,-14.55,-,-,-,-,17,22,20,9,20,14,-,-,-,-,1.19,1.43,4.57,10.18,4.45,7.71,-0.26,1.24,0.99,5.13,25,15,18,6,5,5,23,18,24,18,7.33,23.95,1.98,13.39,9.32,17.1,-6.4,0,14.06,-9.15,21,2,24,9,18,9,26,17,17,13,36.87,2.52,44.05,24.02,3.22,-11.45,42.34,4.33,8.82,71.5,2.22,1.05,4.61,8.74,2.53,6.33,0.25,1.23,3.21,5.51,8.06,18.54,4.75,11.82,10.1,15.84,-4.03,0.51,15.09,-9.11,30,25,24,23,22,21,-,-,-,-,30,30,30,30,30,30,30,30,30,30,25,25,27,30,30,30,30,30,30,30
Bajaj Finserv Nifty Bank ETF,Equity : ETFs,48462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.19,-0.18,-1.48,6.92,-0.32,4.81,2.17,0.26,-,-,24,135,145,64,98,44,27,120,-,-,1.48,11.7,-,-,-,-,-,-,-,-,136,44,-,-,-,-,-,-,-,-,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-,-,-,-,-,-,-,-,-,-,161,157,154,151,149,149,147,145,-,-,-,-,-,-,-,-,-,-,149,154
UTI CRISIL SDL Maturity April 2033 Index Fund-Reg(G),Debt : Long Duration,47337,6.83,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,1.32,1.07,0.93,0.71,1.29,-0.05,0.75,1.7,0.76,1.13,19,14,12,14,20,1,10,7,16,17,3.36,1.96,3.25,0.71,1.38,3.28,1.32,-,-,-,18,12,11,19,4,2,11,-,-,-,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,1.45,1.06,0.91,0.84,1.7,-0.57,0.78,1.48,1.09,1.31,3.46,1.97,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,11,-,-,-,-,-,-,-,-,-,24,24,24,24,24,24,21,21,21,20,-,-,-,11,19,19,19,21,24,24
Quant ESG Equity Fund-Reg(G),Equity : Thematic,45130,25.36,15.93,64.28,-,-,-,-,-,-,-,32,6,2,-,-,-,-,-,-,-,-1.11,0.69,9.93,4.41,2.86,3.88,-2.39,6.04,5.63,7.43,74,43,3,55,15,32,55,2,12,21,9.46,11.55,9.33,11.08,9.09,13.05,-8.5,3.73,18.15,-11.33,25,41,15,33,12,19,42,18,1,24,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,2.25,0.92,4.76,6.73,1.75,4.75,0.83,2.26,3.51,7.52,7.92,13.78,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,42,36,28,-,-,-,-,-,-,-,76,71,70,62,61,60,57,56,56,54,37,38,40,42,43,46,52,56,60,70
Sundaram Banking & PSU Fund(G),Debt : Banking & PSU,2960,6.84,3,2.93,7.64,10.06,6.06,6.23,7.88,8.47,9.35,3,13,17,17,9,13,6,15,10,7,0.96,0.74,0.91,0.51,0.85,0.28,0.69,0.66,0.61,0.77,5,5,5,15,11,13,4,20,15,4,2.63,1.66,1.97,1.71,1.4,2,1.57,1.59,1.22,-0.82,5,9,17,2,13,5,12,6,14,16,6.63,3.25,3.43,10.11,9.7,6.63,5.98,9.64,8.21,9.71,0.8,0.65,0.81,0.53,0.81,0.27,0.65,0.75,0.63,0.71,2.28,1.61,2.05,1.59,1.39,1.92,1.58,1.56,1.32,-0.49,26,22,20,17,16,16,16,16,15,12,27,27,27,27,27,27,27,27,27,27,22,22,23,26,26,26,26,27,27,27
UTI Credit Risk Fund-Reg(G),Debt : Credit Risk,14960,6.59,3.86,21.48,-27.78,-4.79,5.48,6.9,10.3,8.86,11.46,10,9,1,14,14,9,7,8,8,1,1.19,0.72,0.69,0.43,0.8,0.27,0.74,0.6,0.61,0.62,3,7,13,14,10,8,8,11,7,12,2.63,1.51,1.95,1.49,1.54,1.89,1.52,1.75,1.38,-0.33,5,13,11,13,7,8,8,1,9,7,7.68,13.27,7.81,0.66,0.84,4.72,7.21,10.45,9.13,11.05,0.78,0.75,0.74,0.59,0.84,0.26,0.71,0.73,0.69,0.66,2.28,1.71,2.15,2.26,1.48,1.95,1.78,1.55,1.58,-0.57,15,15,15,15,15,14,13,13,10,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
