MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Tata CRISIL IBX Gilt Index - April 2026 Index Fund-Reg(G),46952,Tata Mutual Fund,0.54,1.51,3.62,6.47,CRISIL IBX Gilt Index - April 2026,,,,2.4,24,17,24,22,18,,,,Tata CRISIL IBX Gilt Index - April 2026 Index Fund-Reg(G),Debt : Medium Duration,30,30,30,30,30,14,13,10,2.57,0.52,1.61,3.72,6.42,5.79,5.57,7.19,,,,,,,,
DSP Equity Savings Fund-Reg(G),34871,DSP Mutual Fund,-0.14,2.66,7.58,14.03,NIFTY 50 Equity Savings Index - TRI,8.98,9.13,,3.4,37,13,20,45,45,40,38,,DSP Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
DSP Natural Res & New Energy Fund-Reg(G),4584,DSP Mutual Fund,3.79,7.66,37.12,50.15,S&P BSE OIL & GAS Index,20.21,22.21,20.17,17.74,1,1,1,1,2,2,3,1,DSP Natural Res & New Energy Fund-Reg(G),Equity : Sectoral - Energy / Power,3,4,3,3,3,3,3,2,14.39,-0.03,5.52,32.03,51.33,24.34,24.3,19.38,-2.72,-0.71,45.13,49.99,21.19,13.79,4.21,56.51
Quantum Long Term Equity Value Fund-Reg(G),19759,Quantum Mutual Fund,-0.58,3.62,21.5,37.06,S&P BSE 500 - TRI,17.35,15.05,13.62,7.94,12,4,4,11,17,16,17,14,Quantum Long Term Equity Value Fund-Reg(G),Equity : Value / Contra,22,22,22,22,21,18,17,14,8.43,-1.4,2.3,22.19,42.83,22.24,19.92,17.38,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
Bajaj Finserv Balanced Advantage Fund-Reg(G),48062,Bajaj Finserv Mutual Fund,-2.0,2.13,,,NIFTY 50 Hybrid Composite Debt 50:50 Index,,,,3.24,23,28,17,,,,,,Bajaj Finserv Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
UTI Banking and Financial Services Fund-Reg(G),3439,UTI Mutual Fund,-2.66,1.08,12.1,20.75,Nifty Financial Services - TRI,14.1,10.09,11.87,1.02,9,15,14,8,10,8,11,8,UTI Banking and Financial Services Fund-Reg(G),Equity : Sectoral - Financial Services,18,20,20,17,15,12,11,8,2.13,-2.28,1.6,12.33,22.43,15.37,13.05,14.3,,,,,,,,
SBI CRISIL IBX SDL Index - Sep 2027 Fund-Reg(G),46975,SBI Mutual Fund,0.52,1.65,4.13,6.7,CRISIL IBX SDL Index - September 2027,,,,2.75,7,22,17,6,8,,,,SBI CRISIL IBX SDL Index - Sep 2027 Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF(G),45443,ICICI Prudential Mutual Fund,-2.69,-0.51,15.74,28.89,Nifty100 Low Volatility 30 - TRI,16.0,,,2.06,81,91,123,77,69,30,,,ICICI Pru Nifty 100 Low Volatility 30 ETF FOF(G),Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Aditya Birla SL Infrastructure Fund(G),413,Aditya Birla Sun Life Mutual Fund,-0.66,7.75,26.64,51.42,Nifty Infrastructure - TRI,29.24,22.66,16.77,13.38,13,10,7,16,15,14,13,14,Aditya Birla SL Infrastructure Fund(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,15.39,-0.22,6.97,31.24,58.87,31.92,24.85,18.39,,,,,,,,
ICICI Pru Passive Multi-Asset FoF(G),46182,ICICI Prudential Mutual Fund,-0.04,4.19,12.17,17.2,CRISIL Hybrid 50+50 - Moderate Index,,,,4.81,29,20,12,30,30,,,,ICICI Pru Passive Multi-Asset FoF(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,,,,,,,,
Invesco India Infrastructure Fund(G),2237,Invesco Mutual Fund,-0.48,6.96,34.79,64.86,S&P BSE India Infrastructure Index - TRI,33.77,28.36,20.47,17.32,7,9,10,4,6,7,2,3,Invesco India Infrastructure Fund(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,15.39,-0.22,6.97,31.24,58.87,31.92,24.85,18.39,,,,,,,,
Axis Quant Fund-Reg(G),44329,Axis Mutual Fund,-1.49,2.01,19.8,34.24,S&P BSE 200 - TRI,,,,8.02,30,30,39,27,26,,,,Axis Quant Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,-2.1,3.05,18.92,31.22,17.81,18.02,12.47,14.95
Sundaram Focused Fund(G),2390,Sundaram Mutual Fund,-2.15,4.01,15.38,28.11,NIFTY 500 - TRI,15.81,18.29,14.9,5.35,29,37,18,32,32,19,8,12,Sundaram Focused Fund(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
DSP Gilt Fund-Reg(G),693,DSP Mutual Fund,0.55,0.89,4.85,7.06,CRISIL Dynamic Gilt Index,5.31,7.75,8.29,3.67,4,23,33,6,5,3,3,8,DSP Gilt Fund-Reg(G),Debt : Gilt,35,35,35,35,35,23,21,21,2.87,0.58,1.3,4.25,6.38,4.75,6.74,7.82,,,,,,,,
Bank of India Small Cap Fund-Reg(G),41323,Bank of India Mutual Fund,1.06,2.41,12.62,45.88,Nifty Smallcap 250 - TRI,25.82,31.68,,6.95,13,3,9,19,9,12,2,,Bank of India Small Cap Fund-Reg(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,,,,,,,,
LIC MF ELSS Tax Saver-Reg(G),2153,LIC Mutual Fund,-0.34,5.07,13.03,27.37,NIFTY 500 - TRI,16.17,15.11,14.12,4.6,41,13,12,47,49,48,47,20,LIC MF ELSS Tax Saver-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Quant Dynamic Asset Allocation Fund-Reg(G),47895,Quant Mutual Fund,-2.31,2.67,32.22,54.12,CRISIL Hybrid 50+50 - Moderate Index,,,,16.86,1,30,12,1,1,,,,Quant Dynamic Asset Allocation Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
Invesco India Largecap Fund(G),7870,Invesco Mutual Fund,-0.91,4.26,20.37,35.13,NIFTY 100 - TRI,18.35,16.56,14.77,7.25,11,3,5,10,8,9,9,10,Invesco India Largecap Fund(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,,,,,,,,
Nippon India Credit Risk Fund(G),2661,Nippon India Mutual Fund,0.56,1.87,3.72,7.52,CRISIL Credit Risk Debt Index,8.38,4.7,6.18,2.76,6,6,2,6,3,5,11,7,Nippon India Credit Risk Fund(G),Debt : Credit Risk,15,15,15,15,15,15,15,8,2.71,0.51,1.74,3.65,7.38,8.83,5.02,6.68,,,,,,,,
Baroda BNP Paribas Aggressive Hybrid Fund-Reg(G),33800,Baroda BNP Paribas Mutual Fund,-1.44,4.09,17.02,28.76,CRISIL Hybrid 35+65 - Aggressive Index,15.15,16.68,,8.47,5,48,7,5,8,10,6,,Baroda BNP Paribas Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Baroda BNP Paribas Innovation Fund-Reg(G),48463,Baroda BNP Paribas Mutual Fund,-0.29,,,,NIFTY 500 - TRI,,,,,,13,,,,,,,Baroda BNP Paribas Innovation Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
Mirae Asset Equity Savings Fund-Reg(G),39401,Mirae Asset Mutual Fund,-0.37,1.62,8.38,15.41,NIFTY 50 Equity Savings Index,10.15,11.65,,3.26,39,23,41,40,40,35,27,,Mirae Asset Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
DSP Strategic Bond Fund-Reg(G),742,DSP Mutual Fund,0.46,1.07,4.53,6.85,CRISIL Dynamic Bond Index,5.04,7.06,7.58,3.49,2,16,17,4,4,9,5,6,DSP Strategic Bond Fund-Reg(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
LIC MF Multi Cap Fund-Reg(G),46624,LIC Mutual Fund,0.09,2.58,16.68,35.99,Nifty500 Multicap 50:25:25 - TRI,,,,7.46,14,6,19,27,17,,,,LIC MF Multi Cap Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
UTI Childrens Equity Fund(G),3450,UTI Mutual Fund,-0.92,2.68,13.01,27.04,NIFTY 500 - TRI,14.0,15.9,14.15,2.61,28,19,11,13,12,13,7,4,UTI Childrens Equity Fund(G),Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
Motilal Oswal Nifty Microcap 250 Index Fund-Reg(G),41176,Motilal Oswal Mutual Fund,-2.28,-3.03,17.81,,Nifty Microcap 250 - TRI,,,,7.2,43,62,106,54,,,,,Motilal Oswal Nifty Microcap 250 Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
Kotak ESG Exclusionary Strategy Fund-Reg(G),44147,Kotak Mahindra Mutual Fund,-1.56,1.84,15.31,27.14,NIFTY100 ESG - TRI,12.32,,,4.46,45,35,41,39,36,27,,,Kotak ESG Exclusionary Strategy Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
Quant Large Cap Fund-Reg(G),46678,Quant Mutual Fund,-2.37,2.0,28.88,45.98,NIFTY 100 - TRI,,,,12.19,1,22,27,1,2,,,,Quant Large Cap Fund-Reg(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,,,,,,,,
UTI Gold ETF,3564,UTI Mutual Fund,-1.11,14.14,18.26,15.86,Gold-India,13.34,16.4,8.84,15.09,11,28,13,8,2,8,11,6,UTI Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Aditya Birla SL Bal Bhavishya Yojna-Reg(G),41375,Aditya Birla Sun Life Mutual Fund,-1.47,2.05,12.52,28.05,NIFTY 500 - TRI,11.68,11.27,,3.26,23,31,19,14,9,20,17,,Aditya Birla SL Bal Bhavishya Yojna-Reg(G),Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
SBI Nifty50 Equal Weight Index Fund-Reg(G),48498,SBI Mutual Fund,-2.92,0.45,,,NIFTY50 Equal Weight - TRI,,,,,,79,84,,,,,,SBI Nifty50 Equal Weight Index Fund-Reg(G),Equity : Index Funds,106,116,109,104,91,40,23,18,7.19,-1.6,2.3,20.96,39.07,17.53,15.63,13.07,,,,,,,,
LIC MF Flexi Cap Fund-Reg(G),2090,LIC Mutual Fund,-1.07,2.24,13.11,28.72,NIFTY 500 - TRI,15.03,14.07,10.68,3.91,38,15,31,39,30,25,25,19,LIC MF Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
HDFC Technology Fund-Reg(G),48189,HDFC Mutual Fund,-3.41,-5.44,12.51,,S&P BSE TECk Index - TRI,,,,0.38,3,4,3,4,,,,,HDFC Technology Fund-Reg(G),Equity : Sectoral - Technology,7,9,7,7,5,5,5,4,0.94,-3.66,-5.84,13.46,32.47,15.02,22.52,18.33,-3.83,-7.45,11.96,25.87,11.13,17.54,13.71,-4.86
Aditya Birla SL Credit Risk Fund-Reg(G),29571,Aditya Birla Sun Life Mutual Fund,0.61,1.75,3.56,6.78,CRISIL Credit Risk Debt Index,6.74,6.58,,2.59,10,2,6,11,10,6,6,,Aditya Birla SL Credit Risk Fund-Reg(G),Debt : Credit Risk,15,15,15,15,15,15,15,8,2.71,0.51,1.74,3.65,7.38,8.83,5.02,6.68,,,,,,,,
Invesco India PSU Equity Fund(G),7996,Invesco Mutual Fund,1.03,5.72,46.31,80.77,S&P BSE PSU - TRI,36.08,27.71,18.76,21.62,3,4,9,3,3,3,1,2,Invesco India PSU Equity Fund(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,0.74,6.26,53.92,95.25,44.98,26.74,1.57,69.51
WOC Balanced Advantage Fund-Reg(G),46990,WhiteOak Capital Mutual Fund,-0.45,2.84,10.63,19.43,CRISIL Hybrid 50+50 - Moderate Index,,,,4.47,15,7,4,17,15,,,,WOC Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,,,,,,,,
JM Midcap Fund-Reg(G),47089,JM Financial Mutual Fund,4.39,8.99,28.21,62.93,Nifty Midcap 150 - TRI,,,,17.11,2,1,1,3,2,,,,JM Midcap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
Aditya Birla SL Mfg. Equity Fund-Reg(G),30774,Aditya Birla Sun Life Mutual Fund,-0.46,5.69,23.35,42.97,S&P BSE India Manufacturing Index - TRI,16.06,17.62,,8.64,6,16,7,1,1,13,9,,Aditya Birla SL Mfg. Equity Fund-Reg(G),Equity : Thematic - Consumption,16,17,17,15,13,13,13,8,6.47,0.49,4.69,15.45,33.02,20.37,18.36,16.41,,,,,,,,
DSP Multicap Fund-Reg(G),48040,DSP Mutual Fund,0.7,4.5,,,Nifty500 Multicap 50:25:25 - TRI,,,,,,2,8,,,,,,DSP Multicap Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
UTI Banking & PSU Fund-Reg(G),21956,UTI Mutual Fund,0.5,1.64,3.59,6.24,NIFTY Banking and PSU Debt Index,7.13,7.3,6.88,2.5,25,8,14,15,22,1,2,11,UTI Banking & PSU Fund-Reg(G),Debt : Banking & PSU,27,27,27,26,26,22,16,15,2.61,0.48,1.63,3.61,6.45,5.03,6.68,7.22,,,,,,,,
UTI Healthcare Fund-Reg(G),3646,UTI Mutual Fund,-2.65,-0.77,16.47,45.38,S&P BSE Health Care - TRI,12.05,21.22,13.46,7.71,13,5,7,12,7,8,7,3,UTI Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,14,16,16,13,11,9,8,3,9.29,-3.18,-1.07,18.71,45.87,13.67,22.93,15.18,-2.8,-0.6,20.28,49.81,12.88,21.09,15.3,27.3
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund-Reg(G),46863,Edelweiss Mutual Fund,0.58,1.49,4.95,6.46,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2037,,,,3.61,9,14,9,9,12,,,,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund-Reg(G),Debt : Long Duration,21,24,21,20,19,3,3,2,3.53,0.57,1.32,4.86,6.42,4.33,6.76,7.51,,,,,,,,
Sundaram Infra Advantage Fund(G),2945,Sundaram Mutual Fund,0.14,6.75,28.86,51.32,Nifty Infrastructure - TRI,27.09,21.96,16.73,13.4,12,8,11,12,16,16,15,15,Sundaram Infra Advantage Fund(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,15.39,-0.22,6.97,31.24,58.87,31.92,24.85,18.39,,,,,,,,
ICICI Pru Regular Gold Savings Fund(FOF)(G),14885,ICICI Prudential Mutual Fund,0.64,13.86,18.83,15.37,Gold-India,13.24,15.84,7.95,13.14,15,2,13,3,3,5,10,2,ICICI Pru Regular Gold Savings Fund(FOF)(G),Gold : MFs,16,16,16,15,15,10,10,10,14.7,-0.17,14.28,17.93,13.32,13.27,16.12,7.76,,,,,,,,
ITI Flexi Cap Fund-Reg(G),45721,ITI Mutual Fund,-0.74,2.71,23.23,45.6,NIFTY 500 - TRI,,,,9.65,10,12,27,7,7,,,,ITI Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
ICICI Pru Nifty Alpha Low - Volatility 30 ETF,45038,ICICI Prudential Mutual Fund,-0.84,4.19,27.87,46.37,NIFTY Alpha Low-Volatility 30 - TRI,22.12,,,11.37,34,46,31,31,38,13,,,ICICI Pru Nifty Alpha Low - Volatility 30 ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Edelweiss Recently Listed IPO Fund-Reg(G),38375,Edelweiss Mutual Fund,-1.0,0.59,10.01,37.37,India Recent 100 IPO Index,15.28,21.6,,5.09,41,24,50,51,23,21,6,,Edelweiss Recently Listed IPO Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
Quant Focused Fund(G),5742,Quant Mutual Fund,-3.64,1.31,26.34,45.93,NIFTY 500 - TRI,19.33,22.34,19.76,10.69,4,36,36,2,3,7,1,1,Quant Focused Fund(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,,,,,,,,
HDFC Transportation and Logistics Fund-Reg(G),48114,HDFC Mutual Fund,2.45,13.61,33.92,,Nifty Transportation & Logistics - TRI,,,,21.85,1,3,2,2,,,,,HDFC Transportation and Logistics Fund-Reg(G),Equity : Sectoral - Auto,6,6,6,5,4,1,1,1,18.56,2.32,11.74,32.54,57.79,28.69,21.84,17.42,,,,,,,,
Bajaj Finserv Large and Mid Cap Fund-Reg(G),48063,Bajaj Finserv Mutual Fund,-0.99,,,,NIFTY LargeMidcap 250 - TRI,,,,,,13,,,,,,,Bajaj Finserv Large and Mid Cap Fund-Reg(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
Axis Gold ETF,12461,Axis Mutual Fund,-0.38,13.69,17.71,15.38,Gold-India,13.37,16.63,8.62,14.61,20,16,22,14,8,6,4,10,Axis Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Tata India Pharma & Healthcare Fund-Reg(G),33729,Tata Mutual Fund,-3.29,-0.28,19.14,47.52,NIFTY PHARMA - TRI,14.84,22.44,,9.6,6,8,5,6,4,4,6,,Tata India Pharma & Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,14,16,16,13,11,9,8,3,9.29,-3.18,-1.07,18.71,45.87,13.67,22.93,15.18,,,,,,,,
Union Multicap Fund-Reg(G),43846,Union Mutual Fund,-1.81,1.8,13.94,35.84,Nifty500 Multicap 50:25:25 - TRI,,,,5.65,26,27,28,28,28,,,,Union Multicap Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),46358,ICICI Prudential Mutual Fund,0.49,1.31,4.21,6.42,Nifty G-Sec Dec 2030 Index,,,,2.46,41,32,46,2,28,,,,ICICI Pru Nifty G-Sec Dec 2030 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Navi NASDAQ 100 FoF-Reg(G),45870,Navi Mutual Fund,-0.05,1.52,19.63,39.84,Nasdaq-100,,,,7.85,21,31,50,17,8,,,,Navi NASDAQ 100 FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,-0.31,0.84,19.26,37.21,9.68,19.0,17.38,27.05
Tata Dividend Yield Fund-Reg(G),45374,Tata Mutual Fund,-1.16,3.68,17.58,37.93,NIFTY 500 - TRI,,,,5.12,9,4,3,9,8,,,,Tata Dividend Yield Fund-Reg(G),Equity : Thematic - Dividend Yield,9,9,9,9,9,7,6,4,8.55,-1.21,2.25,22.83,40.97,23.44,20.7,15.88,,,,,,,,
LIC MF Balanced Advantage Fund-Reg(G),45941,LIC Mutual Fund,-0.83,1.35,7.87,12.85,NIFTY 50,,,,2.09,54,36,46,42,46,,,,LIC MF Balanced Advantage Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,-3.07,1.25,13.54,20.42,13.84,14.34,10.36,4.05
Kotak Global Innovation FoF-Reg(G),45334,Kotak Mahindra Mutual Fund,0.45,2.06,21.39,25.67,MSCI AC World Index,,,,7.99,19,24,40,11,22,,,,Kotak Global Innovation FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
DSP Floater Fund-Reg(G),45396,DSP Mutual Fund,0.59,1.99,4.16,8.02,CRISIL Short Duration Debt Index,5.56,,,3.0,2,4,7,2,1,6,,,DSP Floater Fund-Reg(G),Debt : Floater,13,13,13,13,13,10,6,5,2.78,0.57,1.95,3.79,7.44,5.58,6.41,7.11,,,,,,,,
Baroda BNP Paribas ELSS Tax Saver Fund-Reg(G),226,Baroda BNP Paribas Mutual Fund,-0.97,4.13,21.35,38.24,NIFTY 500 - TRI,16.74,17.32,15.25,7.04,24,22,20,13,15,43,32,13,Baroda BNP Paribas ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
Axis Global Equity Alpha FoF-Reg(G),23016,Axis Mutual Fund,-0.48,4.3,16.25,24.33,MSCI World,8.81,,,8.34,16,38,28,34,23,8,,,Axis Global Equity Alpha FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
Bank of India Flexi Cap Fund-Reg(G),44987,Bank of India Mutual Fund,-1.17,5.59,29.58,54.87,S&P BSE 500 - TRI,25.45,,,13.79,4,18,8,3,3,4,,,Bank of India Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),46359,ICICI Prudential Mutual Fund,0.35,1.53,3.97,6.49,Nifty SDL Dec 2028 Index,,,,2.51,36,52,32,16,21,,,,ICICI Pru Nifty SDL Dec 2028 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Union ELSS Tax Saver Fund(G),14893,Union Mutual Fund,-2.27,1.7,14.6,31.25,S&P BSE 500 - TRI,19.13,19.21,13.97,5.02,37,49,39,42,37,28,24,24,Union ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
Edelweiss Large Cap Fund-Reg(G),7785,Edelweiss Mutual Fund,-1.78,2.84,16.43,28.38,NIFTY 100 - TRI,16.95,16.54,14.81,5.7,20,11,16,24,22,11,10,9,Edelweiss Large Cap Fund-Reg(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,,,,,,,,
DSP World Gold FoF-Reg(G),755,DSP Mutual Fund,0.6,23.35,17.46,-3.94,FTSE Gold Mines,-1.64,11.48,5.19,8.49,15,20,1,29,53,27,11,15,DSP World Gold FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
WOC Multi Cap Fund-Reg(G),48199,WhiteOak Capital Mutual Fund,-1.27,2.34,18.2,,Nifty500 Multicap 50:25:25 - TRI,,,,6.7,21,16,22,20,,,,,WOC Multi Cap Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
SBI International Access-US Equity FoF-Reg(G),44224,SBI Mutual Fund,0.6,7.24,23.84,38.48,S&P 500 ,11.46,,,11.75,6,21,15,5,13,4,,,SBI International Access-US Equity FoF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,0.08,3.73,19.94,26.58,7.18,12.66,11.59,28.33
Mirae Asset Overnight Fund-Reg(G),44008,Mirae Asset Mutual Fund,0.53,1.61,3.32,6.72,Nifty 1D Rate Index,5.23,,,2.36,12,7,12,10,9,5,,,Mirae Asset Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,32,27,15,3,2.35,0.52,1.6,3.3,6.69,5.19,4.67,5.75,0.54,1.63,3.37,6.85,5.35,4.82,,6.68
Sundaram Dividend Yield Fund(G),2337,Sundaram Mutual Fund,-2.21,0.78,21.19,38.74,NIFTY 500 - TRI,19.28,18.81,16.11,6.33,7,9,8,5,7,6,5,2,Sundaram Dividend Yield Fund(G),Equity : Thematic - Dividend Yield,9,9,9,9,9,7,6,4,8.55,-1.21,2.25,22.83,40.97,23.44,20.7,15.88,,,,,,,,
Mahindra Manulife ELSS Tax Saver Fund-Reg(G),36058,Mahindra Mutual Fund,-1.38,3.0,15.72,29.05,NIFTY 500 - TRI,18.49,17.68,,4.79,39,41,29,38,42,31,29,,Mahindra Manulife ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
